Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
Man gunned down in SE D.C. barbershop,https://www.youtube.com/watch?v=Zx6JbKGFAx0,90,22757,9,"Man gunned down in SE D.C. barbershophttp://www.wjla.com/articles/2014/10/man-gunned-down-inside-southeast-d-c-barbershop-107975.html

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-10-10T21:48:21Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
5 dead after murder-suicide at La Plata home | FOX 5 DC,https://www.youtube.com/watch?v=9rNEvV7RxJg,620,60450,188,"Police say a former lover is accused of killing his ex-girlfriend before killing three other people and himself inside a Charles County home. FOX 5's David Kaplan has the latest details and reaction from a neighbor. READ MORE: https://bit.ly/3NKuhjV

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-07T13:45:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Multiple shootings reported overnight in DC | NBC4 Washington,https://www.youtube.com/watch?v=_jXMWZ7KxRY,30,2044,4,"One victim was killed late Saturday night, and police are also investigating several other overnight shootings. News4's Derrick Ward reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-06-03T16:14:48Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC homicide suspect still on the run from authorities,https://www.youtube.com/watch?v=-Loj5p_C7f0,5,228,2,"Accused murderer Christopher Haynes, 30, is still on the run from authorities one week following his brazen escape from D.C. police custody after he attacked a police officer trying to handcuff him.

Visit our website: https://www.DCNewsNow.com
Follow us on Facebook: https://www.facebook.com/wdvmtv
Follow us on Twitter: https://www.twitter.com/DCNewsNow
Subscribe to our YouTube channel: https://www.youtube.com/DCNewsNow",2023-09-13T23:23:22Z,UCP3sSdrcCw7qC0qSrD8xOHQ,DC News Now
Decapitated body found in Northeast DC backyard; Resident charged with murder | FOX 5 DC,https://www.youtube.com/watch?v=Em6rZVmdfnI,345,32448,105,"A suspect is facing charges after a decapitated and decomposing human body was discovered weeks ago in a backyard in Northeast D.C. FOX 5's David Kaplan has the gruesome details, and what the suspect's attorney is saying about the case. READ MORE: https://bit.ly/3IxQ3q4

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-02-17T16:03:03Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"&#39;They thought it was funny&#39;: Teen arrested, accused of attacking women around DC | NBC4 Washington",https://www.youtube.com/watch?v=zNFMQFm9IZA,4569,350850,4038,"A 15-year-old accused of attacking multiple women within 24 hours was arrested. News4's Walter Morris reports.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-07-25T15:30:59Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Double Homicide Fort Washington,https://www.youtube.com/watch?v=tseLGdUor0g,1,547,0,"Double Homicide Fort Washington

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-04-09T11:29:16Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Mark Waugh case: What happened in DC apartment?,https://www.youtube.com/watch?v=u7BKjp3EfXQ,16801,1792330,4347,"A boozy birthday celebration one night on the town turns deadly back in a small Silver Spring, Md. apartment. Only three people were present, and one is dead. What happened? From 2017: http://bit.ly/2Y9Nssg",2019-05-06T18:04:07Z,UC69uYUqvx-vw4luuX7aHNLQ,True Crime News
"Person of Interest in Homicide, 900 b/o Shepherd St, NW, on February 12, 2024",https://www.youtube.com/watch?v=3IxJEbS_DUY,0,3741,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person in reference to a Homicide incident which occurred in the 900 block of Shepherd Street, NW, on Monday, February 12, 2024, at approximately 2:41 AM. The subject was captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #24-016-588

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2024-02-29T22:00:18Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Detectives canvass for information in homicide of Prince George&#39;s County 13-year-old | FOX 5 DC,https://www.youtube.com/watch?v=fmbgeDnlNYA,5,1374,3,"As the search continues for a suspect or suspects in the deadly shooting of a 13-year-old who was raking the leaves in front of his Prince George's County home, police canvassed the area Thursday hoping to find answers. FOX 5's David Kaplan has the latest. READ MORE: https://bit.ly/3gkHwvu

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-18T13:47:48Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Law Enforcement Hunt for the DC Snipers | Mark of a Serial Killer Highlight | Oxygen,https://www.youtube.com/watch?v=s_xOcc9zDzY,283,20497,22,"In 2002, John Allen Muhammad and Lee Boyd Malvo terrorized the Greater Washington DC area with a spree of random killings. With a community that's too afraid to leave their homes but looking for answers, it's up to Montgomery County Police Chief Charles Moose to lead law enforcement and stop the bloodshed. Watch full episodes in the free Oxygen app.

►► Subscribe to Oxygen on YouTube: http://oxygen.tv/YTSubscribe  
►► Watch Full Episodes: https://oxygentv.app.link/WatchOxygenYT
►► Oxygen Official Site: http://oxygen.tv/official  
#Oxygen #MarkOfASerialKiller #WashingtonDC

About Mark of a Serial Killer:
Some killers are collectors who obtain perverse gratification by habitually stealing mementos from murder scenes, from jewelry to shoes, keys to even body parts. These clues are left to taunt law enforcement and investigators while simultaneously building up their notoriety. Whether it’s text scrawled onto the victim’s body, a cryptic note or a way of positioning the deceased, what is left behind is a trademark clue that ultimately aids the investigation in stopping these murders and bringing the killer to justice.

About Oxygen:  
Oxygen Media is a multiplatform crime destination brand for women. Having announced the full-time shift to crime programming in 2017, Oxygen has become the fastest growing cable entertainment network with popular unscripted original programming that includes the flagship “Snapped” franchise, “The Disappearance of Natalee Holloway,” “The Jury Speaks,” “Cold Justice,” “Three Days to Live,” and “It Takes A Killer.” Available in more than 77 million homes, Oxygen is a program service of NBCUniversal Cable Entertainment, a division of NBCUniversal, one of the world's leading media and entertainment companies in the development, production, and marketing of entertainment, news, and information to a global audience. Watch Oxygen anywhere: On Demand, online or across mobile and connected TVs.  

Get More Oxygen:  
Visit Oxygen's Official Site: http://oxygen.tv/official  
Watch Oxygen Full Episodes Here: https://oxygentv.app.link/StreamOxygen  
Stream Peacock Now: https://pck.tv/2ZqXPe2  
Like Oxygen on Facebook: http://oxygen.tv/facebook  
Follow Oxygen on Twitter: http://oxygen.tv/twitter  
Follow Oxygen on Instagram: http://oxygen.tv/instagram",2022-04-24T16:00:20Z,UCi1chiZPrJZjk7iwi093kfQ,Oxygen
"Person of Interest in Homicide, 1300 b/o Pennsylvania Ave, SE, on May 1, 2024",https://www.youtube.com/watch?v=Jt2xhm8DEYk,0,3952,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person in reference to an Homicide incident which occurred in the 1300 block of Pennsylvania Avenue, SE, on Wednesday, May 1, 2024, at approximately 12:23 PM. The subject was captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #24-065-217

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2024-06-27T23:26:48Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Human remains found in Brookland neighborhood lead to homicide arrest,https://www.youtube.com/watch?v=c2WF_QdMCLA,5,499,1,"Lavaughn Barnes, 32, was charged with first-degree murder while armed, according to police.",2023-02-16T17:21:55Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Calls to bring National Guard in to DC continue amid rising crime,https://www.youtube.com/watch?v=HmjQYCxH2KI,159,12332,221,"D.C. Councilmember Trayon White did not mince words, saying there is a “warzone” in D.C. and that the National Guard presence could help calm things down. Today, Mayor Muriel Bowser responded to the call, saying she’s happy to have a conversation with White and shares his safety concerns.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-14T22:20:24Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
5 dead after murder-suicide at La Plata home | FOX 5 DC,https://www.youtube.com/watch?v=9rNEvV7RxJg,620,60450,188,"Police say a former lover is accused of killing his ex-girlfriend before killing three other people and himself inside a Charles County home. FOX 5's David Kaplan has the latest details and reaction from a neighbor. READ MORE: https://bit.ly/3NKuhjV

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-07T13:45:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Decapitated body found in Northeast DC backyard; Resident charged with murder | FOX 5 DC,https://www.youtube.com/watch?v=Em6rZVmdfnI,345,32448,105,"A suspect is facing charges after a decapitated and decomposing human body was discovered weeks ago in a backyard in Northeast D.C. FOX 5's David Kaplan has the gruesome details, and what the suspect's attorney is saying about the case. READ MORE: https://bit.ly/3IxQ3q4

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-02-17T16:03:03Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Bodycam video shows au pair after double homicide: The News4 Rundown | NBC4 Washington,https://www.youtube.com/watch?v=slfg7AIKYEE,65,4326,19,"Police body camera video shows the first encounter an au pair had with police after carrying out a murder plot. Also on The News4 Rundown: After an explosion at an apartment building in Columbia Heights made homes uninhabitable, the News4 I-Team found missed warning signs residents say D.C. should have acted on.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-10-31T00:48:42Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
WATCH: MPD press conference on 4 homicide suspects,https://www.youtube.com/watch?v=v2FM2oH97Ac,9,995,0,The Metropolitan Police Department’s Homicide Branch seek the public’s assistance with locating suspects who are currently wanted for homicide offense,2022-12-29T20:17:06Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Police identify man shot and killed by DC officer,https://www.youtube.com/watch?v=Xb7RChpohPI,230,21431,256,The man killed has been identified as 26-year-old Justin Robinson.,2024-09-02T20:43:55Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Rayful Edmond&#39;s Rise to Washington, DC&#39;s crack kingpin",https://www.youtube.com/watch?v=GES4vVtHmz8,1881,256414,344,"Rayful Edmond, 24, had become D.C.'s biggest, most successful and feared crack-cocaine dealer. He was a D.C. native who grew up on M Street, NE. Like a lot of the young drug dealers around him, Edmond wasn't poor. His mother and his father had government jobs. But by age 9, he had been exposed to the drug life by his father, Rayful Edmond II. The drug business was equal opportunity; a chance to leap over the rest of the working class into a land of riches.

View more on Rayful Edmund here: https://bit.ly/2OvayIp",2019-04-16T12:54:34Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Person of Interest in Homicide, 400 b/o M St, NW, on January 22, 2016",https://www.youtube.com/watch?v=afr85zJwov0,0,7265,1,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person of interest in a Homicide which occurred on Friday, January 22, 2016 at approximately 9:52 AM, in the 400 block of M Street, NW. The subject was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #16-011-454.

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2016-01-26T20:49:11Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Double Homicide Fort Washington,https://www.youtube.com/watch?v=tseLGdUor0g,1,547,0,"Double Homicide Fort Washington

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-04-09T11:29:16Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Capitol Heights double shooting caught on surveillance camera | FOX 5 DC,https://www.youtube.com/watch?v=aLffkH0fhi0,10163,2561961,1944,"WARNING - VIDEO IS DISTURBING
A double shooting at a Capitol Heights gas station that left a woman with life threatening injuries was caught on surveillance video Tuesday night. https://bit.ly/2QPAJ06

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2021-05-05T04:03:37Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Persons of Interest in Homicide, 2300 b/o Pennsylvania Ave, SE, on June 28, 2018",https://www.youtube.com/watch?v=PEcWDa7RaCg,0,15968,2,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons of interest in a Homicide which occurred in the 2300 block of Pennsylvania Avenue, SE, on Thursday, June 28, 2018 at approximately 10:46 AM. The subjects were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #18-105-452.

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2018-07-03T12:53:08Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Detectives canvass for information in homicide of Prince George&#39;s County 13-year-old | FOX 5 DC,https://www.youtube.com/watch?v=fmbgeDnlNYA,5,1374,3,"As the search continues for a suspect or suspects in the deadly shooting of a 13-year-old who was raking the leaves in front of his Prince George's County home, police canvassed the area Thursday hoping to find answers. FOX 5's David Kaplan has the latest. READ MORE: https://bit.ly/3gkHwvu

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-18T13:47:48Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
