Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Man charged with rape, robbery of men he met on Tinder in Prince George&#39;s County | FOX 5 DC",https://www.youtube.com/watch?v=yvNHEjvqiKw,13202,1405347,5083,"A man faces several charges for using a dating app to set up meetings with victims who he allegedly raped or robbed in Prince George's County. FOX 5's Sierra Fox has the details from investigators. READ MORE: https://bit.ly/3IwOTLk

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-02-17T16:01:36Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"DC serial rape suspect arrested, VA bus aide charged with assaulting kids | Crime in the DMV",https://www.youtube.com/watch?v=ZAy_HkXSM4k,193,13953,49,"FOX 5 is keeping an eye on crime in your community. Here's a look at some of the most notable stories from across the DMV this week.
---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-06T22:03:26Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Man Convicted Of Rape, Murder In Death Of Visiting Artist In DC",https://www.youtube.com/watch?v=tVltOS-hij0,4,1137,1,"A man has been convicted of raping and killing a North Carolina artist as she was moving out of an apartment in Washington, D.C.",2019-03-21T16:31:02Z,UClYiny8IhDsIk5SivucNl7g,WJZ
Do victims of rape get justice in DC?,https://www.youtube.com/watch?v=NIEA6Dr6oR8,3,128,0,"Some rape survivors in the District say they're being victimized a second time by a justice system that doesn't put their rapists behind bars, and isn't transparent about it.",2018-10-04T03:21:32Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
US: DC Police Fail Rape Victims,https://www.youtube.com/watch?v=H-yk15BU-Cw,72,17326,27,"Victims of sexual assault in Washington, DC, are not getting the effective response they deserve and should expect from the district's Metropolitan Police Department (MPD) http://www.hrw.org/node/112850. Sexual assault cases are too often not properly documented or investigated and victims may face callous, traumatizing treatment, despite official departmental policy to the contrary.",2013-01-24T15:10:18Z,UCoS-mm5bC5eY07AaKntKzgw,Human Rights Watch
"Abduction, rape charges for Leesburg man",https://www.youtube.com/watch?v=y_O8hw6EhDk,2,427,0,"Authorities say they have charged a Leesburg man with abduction, rape, and contributing to the delinquency of a minor in connection with the case of a missing juvenile.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-24T16:46:04Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Man Accused of Reston Rape Has Long Criminal History | NBC4 Washington,https://www.youtube.com/watch?v=EkbodqfhE54,8,504,2,"Court documents show that Anthony Agee was arrested and charged with multiple offenses and the court released him on multiple occasions.  News4’s Paul Wagner reports.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.
FOLLOW NBC4 WASHINGTON
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2022-08-26T01:14:23Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"Fairfax County man charged with rape, malicious wounding after attacking woman he met online: police",https://www.youtube.com/watch?v=r_BkiIKhi7U,12,952,4,"Police in Fairfax County have arrested a man accused of raping and violently assaulting a woman in a Kingstowne apartment.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-29T15:09:43Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Federal agent arrested for sexual assault in Montgomery County,https://www.youtube.com/watch?v=0GOX-_wbyw8,55,3454,30,"The Montgomery County Department of Police – Special Victims Investigations Division (SVID) has arrested a federal agent accused of sexual assault. Detectives believe there may be additional victims.

DETAILS: https://tinyurl.com/2cetp7e7

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-11-26T17:35:08Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
DC McPherson Square Assault Investigated as Hate Crime | NBC4 Washington,https://www.youtube.com/watch?v=nUIFHaGmnMM,5,337,1,"D.C. police are asking for help finding the man who assaulted three people in a suspected anti-Asian hate crime. News4’s Mauricio Casillas explains how the attack unfolded near McPherson Square Park in Northwest.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.
FOLLOW NBC4 WASHINGTON
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2022-08-23T14:48:52Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Assault charges dropped against 2 DC firefighters | NBC4 Washington,https://www.youtube.com/watch?v=3LfnfUwD3Bs,18,1966,17,"The firefighters had been charged in June after prosecutors viewed a video of a April brawl. The attorney representing one of them says have been dropped.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/

Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-08-14T14:53:52Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC&#39;s deputy mayor facing assault charges after fight outside Arlington gym,https://www.youtube.com/watch?v=PiToEmVEY_o,11,2086,13,"The Mayor's Office has confirmed Deputy Mayor Chris Geldart has been suspended pending an investigation into an assault charge in Arlington on Saturday, Oct. 1.",2022-10-06T03:17:30Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Assault charges dropped against 2 DC firefighters,https://www.youtube.com/watch?v=ikO0ridjQ-0,7,1894,4,It stems from an incident back in April.,2023-08-14T03:37:21Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Multiple suspects wanted after theft and assault at Washington, D.C. CVS Pharmacy store",https://www.youtube.com/watch?v=kneXzdHKHs0,10,1303,3,"The Metropolitan Police Department is on the hunt for several suspects, some believed to be teens, involved in a theft and assault incident at a CVS in southeast D.C.

The incident unfolded at the pharmacy chain located in the 1100 block of New Jersey Avenue in the Navy Yard neighborhood. 

READ MORE -- https://wjla.com/news/local/navy-yard-suspects-wanted-washington-dc-cvs-pharmacy-shelves-empty-store-retail-theft-shoplifting-crime-confrontation-videos-mpd-police-juveniles-shoplifting-safety-bowser#
_______________
Stay up to date with our social media:

7News on Facebook: https://www.facebook.com/7NewsDC/
7News on Twitter: https://twitter.com/7NewsDC
7News on Instagram: https://www.instagram.com/7newsdc
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #DCNews #7NewsDC

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-04-19T15:37:38Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DNA Analysis Solves 2005 DC Sex Assault | NBC4 Washington,https://www.youtube.com/watch?v=zeLwtN2GAeE,3,375,0,"Nearly 17 years after the armed sexual assault of a 12-year-old girl, police have made an arrest using new forensic DNA analysis. News4’s Mauricio Casillas reports.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.
FOLLOW NBC4 WASHINGTON
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2022-08-08T15:21:24Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC police search for biker accused of sexual assault,https://www.youtube.com/watch?v=_ICIUJe4fuc,10,927,0,"D.C police want your help catching the suspect who detectives say sexually abused two people in separate incidents in June and rode away on his bike both times. FOX 5's Shomari Stone has the story.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-07-06T16:42:01Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Clinton turner DC police assault caught on tape,https://www.youtube.com/watch?v=UH_oQmv1cvE,3,1360,0,"Dramatic footage is released of a D.C. police officer assaulting an employee at a store in D.C. because the employee allegedly made a sarcastic remark at the officer. http://wj.la/17So7kL

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2013-10-18T21:32:07Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Assault and battery charge dropped against former DC Deputy Mayor Chris Geldart | FOX 5 DC,https://www.youtube.com/watch?v=IPhakhyqxr0,11,1616,6,"An Arlington judge sided with prosecutors ultimately clearing former D.C. Deputy of Public Safety and Justice, Chris Geldart, of any wrongdoing after Dustin Woodward, a fitness trainer, accused Geldart of grabbing him by the neck after an argument in the Gold's Gym parking lot on Wilson Boulevard in Arlington, Virginia back in October. READ MORE: https://bit.ly/3P3660V

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-29T22:35:03Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
National Conference on Domestic Violence 2023 - Washington D.C.,https://www.youtube.com/watch?v=doibg7pDk70,2,148,0,"Every Survivor, Every Voice. Building Power Together. Washington D.C. October 22nd - 25th, 2023. 

For more information, visit: https://ncadv.org/conference",2023-11-08T16:07:52Z,UCJLSZmQunzytG3t0-sB2Z8w,National Domestic Violence Hotline
Domestic violence shelter warns of service cuts without DC mayoral budget increase,https://www.youtube.com/watch?v=c9nHHTqjNBs,2,299,0,DC SAFE says its domestic violence survivor client base increased 57% since the start of the pandemic without a major increase in funding.,2022-03-14T22:20:06Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC Safe opens new shelter for domestic violence survivors,https://www.youtube.com/watch?v=ggkA9-rbcCE,10,310,1,A new shelter for domestic violence survivors is now open in Northeast DC.,2023-07-21T21:44:11Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
DC officer shoots domestic violence suspect who opened fire | NBC4 Washington,https://www.youtube.com/watch?v=qqLbxRkvHsY,13,1064,2,"A D.C. officer shot and seriously wounded a man who opened fire in the Shepherd Park neighborhood, police say. News4’s Darcy Spencer has info from police and concerned residents.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-08-18T16:19:01Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"Domestic violence suspect shot after pulling gun on officer, DC police say",https://www.youtube.com/watch?v=PH9Py8RLkcs,25,2592,1,"Metropolitan police say a suspect was shot by an officer in Northwest D.C. Thursday morning after pulling a weapon out.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-08-17T21:28:29Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Domestic violence uptick remains 14 months into the pandemic, says DC support group",https://www.youtube.com/watch?v=EJMIXvwlius,3,353,1,"DC organization House of Ruth says it continues to receive double the amount of calls that it did for domestic violence situations prior to the pandemic. » Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2021-04-28T03:42:03Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Murder case police described as another case of domestic violence,https://www.youtube.com/watch?v=d_rqOEG9HJ8,10,1147,1,"Neighbors heard shots in a first-floor apartment after 11 p.m. last night, and then they heard the screams from the victim’s children. They realized 32-year-old Tequia Nails, a mother of 4 had been gunned down in her own home while holding a baby. 
_______________
Stay up to date with our social media:

7News on Facebook: https://www.facebook.com/7NewsDC/
7News on Twitter: https://twitter.com/7NewsDC
7News on Instagram: https://www.instagram.com/7newsdc
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #DCNews #7NewsDC

This video and all Sinclair Broadcast Group content archives of local news and sports coverage are available for your use. For more information contact us at contentsales@sbgtv.com",2024-09-26T02:52:48Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Neighbor charged with murder of DC firefighter | NBC4 Washington,https://www.youtube.com/watch?v=rvPNoGLvkV0,27,1478,24,"A neighbor walking his dog appeared to be acting in self-defense when he encountered a domestic violence situation involving a D.C. firefighter and shot him, the Charles County Sheriff’s Office has said. News4’s Aimee Cho reports that neighbor is being charged with murder.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-12-22T02:49:54Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Violence hits DC’s transgender community,https://www.youtube.com/watch?v=1-z7EJfB-bE,9,1157,1,"Shareese Mone is a transgender woman who works the streets. Before you judge her, let her tell you about the shoes that she says she has to walk in, and how members of her community are dying.",2019-07-18T15:54:19Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
National Conference on Domestic Violence 2023 - Washington D.C.,https://www.youtube.com/watch?v=doibg7pDk70,2,148,0,"Every Survivor, Every Voice. Building Power Together. Washington D.C. October 22nd - 25th, 2023. 

For more information, visit: https://ncadv.org/conference",2023-11-08T16:07:52Z,UCJLSZmQunzytG3t0-sB2Z8w,National Domestic Violence Hotline
Panic breaks out at DC Pride Parade,https://www.youtube.com/watch?v=SCPcwcME9sM,22,2840,5,Panic breaks out at DC Pride Parade,2019-06-09T22:33:01Z,UC1dVGItBqV4w-4xQHoX1UDg,CBS 17
