Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Mayor Bowser Provides Update on Triple Homicide, 1/27/19",https://www.youtube.com/watch?v=SKekKllX0hs,0,425,1,"Mayor Muriel Bowser holds a media availability at the scene of a recent triple homicide to ask for the public’s assistance with tips.

Mayor Bowser is joined by Deputy Mayor for Public Safety and Justice Kevin Donahue and DC Police Chief Peter Newsham to brief the media and ask for the public’s assistance. 

To provide tips, residents are encouraged to call the MPD tip line at (202) 727-9099 or send an anonymous text to 50411.",2019-01-28T00:11:06Z,UCMPbW-rxSm1ke9PkqDZWO3g,DC Mayor's Office
DC CVS gets wiped clean by robbers almost daily,https://www.youtube.com/watch?v=r8TLyCqY3hM,151,14559,126,"Staff say the stores are targeted on new shipment days, and sometimes get hit before they can even restock the shelves.",2023-10-04T22:31:32Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Car thief ringleader sentenced to 25 years in prison,https://www.youtube.com/watch?v=huNPBgCKMaU,5119,791422,2986,"Montgomery County Judge Sharon Burrell just sentenced Markus Kemp, 23, of D.C. to 25 years in prison.  

""I don't think we've ever had a case that involved car thefts, only car thefts, where there was not violence, that got this kind of sentence, 25 years. It was richly deserved,"" said Montgomery County State's Attorney John McCarthy.

Kemp pleaded guilty to five counts of auto theft, conspiracy, theft over $25,000, and burglary. Prosecutors said he recruited friends and pilfered high-end cars in the suburbs and then rented them out in D.C. for prices up to $1,000 a day.

Kemp was a particularly bold and brazen thief, recruiting buddies from his D.C. neighborhood to case the wealthy, quiet streets of Chevy Chase and Bethesda in the midst of the pandemic lockdown and often in broad daylight, looking for only the most expensive cars, prosecutors said.

He struck at least 13 times between January and July 2020 and made off with more than $450,000 worth of Audis, Teslas and other vehicles.

At one point, he posted on Instagram with a Model X with a base price of $120,990.

""Until it happens to you, you can't believe it..... You're violated, you're violated. Your sense of peace is gone,"" said Paulo Costa, a neighbor of one of the victims.

""This is not the first time the defendant was involved in orchestrating motor vehicle thefts. In 2019, as an adult, the defendant was charged for four separate incidents involving theft, motor vehicle theft, and rogue and vagabond in Chevy Chase, MD. As a result, the defendant was placed on probation in January 2020 (C.R. #135619C) after being convicted of motor vehicle theft as an adult. Only a few weeks after being placed on probation, the defendant violated his probation by engaging in these additional motor vehicle thefts and burglaries."" according to a sentencing memo from the State's Attorney's Office. 

Prosecutor McCarthy said Kemp was a sort of criminal entrepreneur. 

""He would take these high-end cars, take them into D.C., and then he started his own rental business... Each car, $200 to $500 a day. He bragged about the fact that he got $1,000 one day for a single car rental,"" he said.

McCarthy praised the dedicated Montgomery County Police auto theft squad, which broke the case, but has since been disbanded.

One guy who had his Tesla stolen tracked it into D.C. with his phone. When he got to that location and saw no one around, he jumped in his car, started it with his phone, and drove it home, McCarthy said.

READ MORE: https://www.wusa9.com/article/news/crime/car-thief-ringleader-23-sentenced-to-25-years-in-prison-marcus-kemp-chevy-chase-bethesda/65-3ff949ee-285b-45d8-904f-b77f50792c63",2022-07-15T22:06:06Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Washington DC might use pre-crime to tackle homicide!!,https://www.youtube.com/watch?v=O-3an-JNBmg,2145,14066,215,"Visit TNVC: 
https://tnvc.com/ 

 



In this edition of ARFCOM News: 

Study: DC gun crimes involve ‘small number’ of people
https://bit.ly/3hEfGam
https://bit.ly/3trxOKi

FDNY firefighter busted with assault weapon, ‘ghost gun’ parts in sting
https://bit.ly/35rt6Eg

Florida Rep. Michelle Salzman Threatens GOP Hispanic Group After Constitutional Carry Video Is Made Public
https://bit.ly/3vCGu3d

AL House passes permitless carry
https://bit.ly/3hEgkVk

No firearms, ammunition, or firearm accessories are offered for sale in the video, description, or comments. There are no links in the description or in the video to sites where firearms, ammunition, or firearm accessories are available for sale.

This video does not contain, portray, or condone violence, nudity, sexual acts, profane language, hate speech, scams, fraud, deceptive marketing, or any other content in violation of YouTube policy.",2022-03-04T17:00:17Z,UCbiiqvaU4DuhAn33LqCz0qA,ARFCOM News
"7 teens arrested in gun store burglary, crime spree | NBC4 Washington",https://www.youtube.com/watch?v=i-hnaMHsbGg,100,8062,36,"Seven teenagers are in custody after a crime spree that followed a gun store burglary. Northern Virginia Bureau Chief Julie Carey has security camera video that helped police find the suspects.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-11-08T23:44:16Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
Arrest made in Charles County homicide 44 years after woman found murdered,https://www.youtube.com/watch?v=X0XcLjfnw24,904,63364,127,"Authorities have made an arrest in a cold case murder 44 years after a woman's body was discovered along a Charles County roadway.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-07-13T17:03:46Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Fmr. D.C. homicide detective: Need to start using ‘intelligence profiling’,https://www.youtube.com/watch?v=KHoLjuTZH08,5,290,0,Former D.C. homicide detective Rod Wheeler on holiday travel security in the U.S.,2016-06-30T23:12:40Z,UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business
"Person of Interest in Homicide, 3000 b/o Georgia Ave, NW, on April 4, 2024",https://www.youtube.com/watch?v=ABIMuTp31_A,0,2050,1,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person in reference to an Homicide incident which occurred in the 3000 block of Georgia Avenue, NW, on Thursday, April 4, 2024, at approximately 11:12 PM. The subject was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #24-050-556

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2024-04-12T18:30:31Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Arrest made in Chevy Chase mom&#39;s cold case murder,https://www.youtube.com/watch?v=qqNkUW4qcAM,3996,342001,898,"A man has been arrested in connection with a 2001 cold-case murder in Chevy Chase, bringing a long-awaited breakthrough to an investigation that has left the victim's family in shock.FOX 5's Nana-Sentuo Bonsu has the story.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-06-19T03:00:19Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Doorbell camera captured fatal shooting of 8th grader in DC,https://www.youtube.com/watch?v=10QTjQVXMM4,77,18157,19,Nahem Simon's doorbell camera has captured two murders in six months. Sunday's shooting in Shaw left one 8th grader dead and a 7th grader wounded.,2020-03-03T00:29:13Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"2 teens shot in SE DC, 1 killed at Hyattsville laundromat, Tesla GPS data may help find Mamta Kafle",https://www.youtube.com/watch?v=44M_9A5IoSY,169,15732,44,"FOX 5 is keeping an eye on crime in your community. Here's a look at some of the most notable stories from across the DMV this week.
---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-09-15T18:34:06Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Mom injured in Southeast DC triple shooting speaks from hospital bed,https://www.youtube.com/watch?v=mUvP24CJA1U,16,3834,13,"A woman is recovering after being shot in a triple shooting early Sunday morning in Southeast D.C., according to police. The woman, who says she was an innocent bystander, shared her account of the incident in an exclusive interview with FOX 5's Shomari Stone.

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-15T02:39:54Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Recent violent crimes in Silver Spring raising concerns | FOX 5 DC,https://www.youtube.com/watch?v=SrigIuTUfOA,121,11789,86,"Montgomery County police made an arrest in the McDonald's stabbing that happened Tuesday morning. But the recent violent crime in and around Downtown Silver Spring is still concerning for residents. FOX 5's Sierra Fox spoke to people in the community about the recent crime wave. READ MORE: https://bit.ly/3XnA5n8

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-01-12T13:52:15Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Bar Deco in DC closes amid rising crime concerns,https://www.youtube.com/watch?v=BJtHlLs4kSs,20,1786,8,The owner called the closure a difficult decision.,2023-11-20T05:02:32Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Murder in the Capital: Homicide cases have gotten harder since anti-police movement,https://www.youtube.com/watch?v=OSEiajqEA7s,3264,80795,843,"Washington, D.C.'s Metropolitan Police Department solved 42% of its homicide cases in 2021, according to one count. That could get worse, criminologists said. #FoxNews

Subscribe to Fox News! https://bit.ly/2vaBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: http://video.foxnews.com/playlist/longform-the-five/
Special Report with Bret Baier: http://video.foxnews.com/playlist/longform-special-report/
Fox News Primetime: https://video.foxnews.com/playlist/on-air-fox-news-primetime/
Tucker Carlson Tonight: http://video.foxnews.com/playlist/longform-tucker-carlson-tonight/
Hannity:  http://video.foxnews.com/playlist/longform-hannity/
The Ingraham Angle: http://video.foxnews.com/playlist/longform-the-ingraham-angle/
Fox News @ Night: http://video.foxnews.com/playlist/longform-fox-news-night/

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on Twitter: https://twitter.com/FoxNews/
Follow Fox News on Instagram: https://www.instagram.com/foxnews/",2022-01-16T15:00:09Z,UCXIJgqnII2ZOINSWNOGFThA,Fox News
2023 begins with juvenile violence surging in DC | FOX 5 DC,https://www.youtube.com/watch?v=I1EJFpmE0ws,60,7503,48,"Four days into the new year and the nation's capital is facing a surge of violence to start off 2023. FOX 5's Jacqueline Matter reports on how crime is affecting some of the youngest members of the D.C. community. READ MORE: https://bit.ly/3vHhqXo

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-01-05T14:00:53Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Vehicle of Interest in Homicide, 2900 block of Martin Luther King Avenue, SE, on July 16, 2021",https://www.youtube.com/watch?v=FhIcuZsG7Ls,0,10944,24,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a vehicle of interest in a Homicide which occurred in the 2900 block of Martin Luther King Avenue, SE, on Friday, July 16, 2021 at approximately 11:11 PM. The vehicle was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #21-098-377

Anyone who can identify this vehicle or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2021-07-17T22:27:00Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Persons/Vehicle of Interest in Homicide, 1200 b/o Valley Ave, SE, on July 5, 2023",https://www.youtube.com/watch?v=yF_kZglJZlY,0,5251,3,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons and a vehicle of interest in reference to a Homicide incident which occurred in the 1200 block of Valley Avenue, SE, on Wednesday, July 5, 2022, at approximately 11:41 PM. The subjects were captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #23-108-706

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2023-07-19T19:33:13Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Thousands of crime survivors &#39;March on Washington&#39; along DC&#39;s National Mall,https://www.youtube.com/watch?v=h-Xis0os3NU,28,1508,1,"HAPPENING NOW: Over 3,000 families are expected to participate in Crime Survivors Speak March on Washington, calling for public safety measures and justice.

READ MORE: https://tinyurl.com/29vszu5r",2024-09-25T03:47:30Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Is Washington D.C. The Worst Run City In America? - Data Tells All,https://www.youtube.com/watch?v=vWqZTfRRBT4,15541,300863,1747,"In this video, Patrick explains why D.C. might be the worst-run city in the U.S. and how to fix it.


Get Your Tickets for The Vault 2023 NOW ⬇️⬇️ The BIGGEST EVENT in VT History!
**TOM BRADY, MIKE TYSON & PATRICK BET-DAVID on one stage!**
https://thevaultconference.com/

FaceTime or Ask Patrick any questions on https://minnect.com/


Recommended video: The Dark Side Of CBDC Explained https://www.youtube.com/watch?v=EAhuOJ3bo8g&t=8s 

Subscribe to our channel: http://bit.ly/2aPEwD4 

To reach the Valuetainment team, you can email: info@valuetainment.com

#usa #congress #politics

0:00 Introduction
2:25 ALL LAWS PASSED BY THE D.C. LOCAL GOVERNMENT MUST UNDERGO A 30-DAY REVIEW PERIOD BY CONGRESS BEFORE THEY CAN TAKE EFFECT. DURING THIS TIME, CONGRESS CAN BLOCK THE LEGISLATION.
3:06 17% OF D.C. RESIDENTS LIVE IN POVERTY (30% BLACK PEOPLE) - ACCORDING TO CENSUS BUREAU DATA
3:13 THE FEDERAL GOVERNMENT PLAYED A MAJOR ROLE IN PERPETUATING SEGREGATION IN WASHINGTON D.C.
3:17 FOR EXAMPLE THE HOME OWNERS' LOAN CORPORATION (HOLC) WAS A FEDERAL AGENCY THAT WAS CREATED IN 1933 TO HELP HOMEOWNERS REFINANCE THEIR MORTGAGES DURING THE GREAT DEPRESSION.
3:45 REDLINING WAS A PRACTICE BY WHICH BANKS AND OTHER LENDING INSTITUTIONS DREW LINES AROUND NEIGHBORHOODS THAT THEY CONSIDERED TO BE HIGH-RISK FOR LENDING.
4:03 BLOCKBUSTING WAS A PRACTICE BY WHICH REAL ESTATE AGENTS WOULD INTRODUCE A SINGLE AFRICAN AMERICAN FAMILY INTO A WHITE NEIGHBORHOOD.
4:10 THE REAL ESTATE AGENTS WOULD THEN USE SCARE TACTICS TO CONVINCE NEIGHBORING WHITE HOMEOWNERS TO SELL THEIR HOMES AT A LOSS.
4:27 THESE PRACTICES WERE EVENTUALLY OUTLAWED, BUT THEY HEAVILY CONTRIBUTED TO THE CONCENTRATION OF POVERTY IN BLACK NEIGHBORHOODS, AND THEY MADE IT DIFFICULT FOR BLACK PEOPLE TO GET GOOD JOBS AND ACCESS TO CAPITAL.
5:28 THE LAW INCREASED THE PENALTIES FOR DRUG OFFENSES, PARTICULARLY FOR CRACK COCAINE OFFENSES, WHICH LED TO AN INCREASE IN THE NUMBER OF PEOPLE ARRESTED FOR DRUG POSSESSION AND DISTRIBUTION.
6:14 FEDERAL COURTS USE DIFFERENT RULES OF EVIDENCE THAN STATE COURTS. THIS CAN MAKE IT MORE DIFFICULT FOR DEFENDANTS TO DEFEND THEMSELVES AGAINST FEDERAL JUDGES.
6:22 FEDERAL CRIMINAL TRIALS ARE TYPICALLY MORE COMPLEX AND TIME-CONSUMING THAN STATE CRIMINAL TRIALS. THIS CAN MAKE IT MORE DIFFICULT FOR DEFENDANTS TO NAVIGATE THE LEGAL PROCESS.
7:37 PUBLIC ADMINISTRATOR 2. POLICY ANALYST 3. CITY MANAGER 4. BUDGET ANALYST 5. URBAN PLANNER 6. NONPROFIT MANAGER 7. HUMAN RESOURCES SPECIALIST 8. PUBLIC RELATIONS SPECIALIST 9. GOVERNMENT AFFAIRS DIRECTOR 10. PUBLIC HEALTH ADMINISTRATOR
8:11 THE HIGHEST CRIME IN AMERICA IS IN WASHINGTON D.C.
8:15 THE BOTTOM 5% UNEMPLOYMENT IN THE U.S. IS WASHINGTON D.C.
8:18 THE BOTTOM 5% IN HIGH SCHOOL GRADUATION RATES IS IN WASHINGTON D.C.
8:58 THE GUN CONTROL ACT PROHIBITS THE POSSESSION OF HANDGUNS IN DC, EXCEPT FOR LAW ENFORCEMENT AND THOSE WITH SPECIAL PERMITS. (ROBBERIES SPIKES)
9:16 THE SUPREME COURT RULES OVERTURNS THE DISTRICT'S BAN ON HANDGUNS IN THE HOME. (ROBBERIES DECLINE)
10:46 HOUSING, FOOD, AND ENERGY. THOSE ARE THE 3 THINGS THAT ARE ESSENTIAL TO SURVIVE. IF THOSE 3 THINGS BECAME CHEAP ENOUGH FOR EVERYONE TO AFFORD THE VAST MAJORITY OF STREET LEVEL CRIME WOULD BE ERADICATED.",2023-06-26T13:00:41Z,UCIHdDJ0tjn_3j-FS7s_X1kQ,Valuetainment
"Teen girls charged with murder, carjacking of Uber Eats driver in DC",https://www.youtube.com/watch?v=nOLzcC0kL4o,635,83765,729,"Two teenage girls have been charged in the carjacking death of an Uber Eats driver this week in Washington, D.C., police say.Mohammad Anwar, 66, of Springfield, Virginia, was killed Tuesday afternoon near Nationals Park, the Metropolitan Police Department said in a statement.
Anwar was working as an Uber Eats driver, says a GoFundMe page set up by his family. The page that raised over $450,000 as of Saturday.
READ MORE: https://6abc.com/dc-carjacking-mohammad-anwar-uber-eats-driver-killed-2-teen-girls-charged-murder/10454938/",2021-03-29T04:22:53Z,UCw77677G3EAODp61b0izs7w,6abc Philadelphia
"Persons of Interest in Homicide of Raasheem Rich, 2800 b/o Alabama Ave., SE, on Jan. 10, 2013",https://www.youtube.com/watch?v=_v44VrASU6M,0,8206,0,"The Metropolitan Police Department seeks the public's assistance in identifying the subjects pictured in this video.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards",2013-01-12T22:51:28Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Virginia man killed in Valentine’s Day homicide identified,https://www.youtube.com/watch?v=c-SCl_9quN4,5,913,0,"Authorities have identified a man they say was shot and killed on Valentine’s Day in the parking lot of a Virginia apartment complex.

DETAILS: http://tinyurl.com/2co4mrpu

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-02-16T13:53:51Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
