Title,Summary,Date,Full_Article
"2 arrested, charged in adams morgan triple shooting that left 3 dead",authorities arrested and charged two men in connection with an august triple shooting in adams morgan that left three people dead.,"December 7, 2023 8:49am EST","washington-authorities arrested and charged two men in connection with an augusttriple shootinginadams morganthat left three people dead. police say 37-year-old renza bryant and 34-year-old jalonte thompkins, both of thedistrict, were arrested by members of the capital area regional fugitive task force on december 5 in fort washington. both face first degree murder charges. read more:early-morning triple shooting in dc on august 5, police say bryant and thompkinsopened fire around 1 a.m. on ontario road in northwest d.c. investigators say 34-year-old james morgan and 30-year-old jamal morgan, both of southeast d.c. were struck by the gunfire and died at the scene. a third shooting victim, 42-year-old vincent martin, also of d.c., was transported to a nearby hospital where he died on monday, august 7. the investigation into the motive behind the shooting is ongoing."
"exclusive: video shows moments man’s body was dumped in northwest dc alley, police say no signs of foul play",chilling new video obtained by fox 5 shows the moments when a man was dragged out of his own white porsche in a northwest d.c. alleyway and left there dead.,"December 7, 2023 4:25am EST","washington-chilling new video obtained by fox 5 shows the moments when a man was dragged out of his own white porsche in anorthwest d.c.alleyway and left there dead. police say they are still searching for the suspect who was driving 41-year-old alan chen's car. his family, located in massachusetts, says they're hoping the video can help find the person responsible. fox 5first broke the storyand as the search for the driver who left chen’s body in the alleyway continues, his family spoke exclusively to ourshomari stone, saying they hope the new video will bring leads in the case. ""i hope that police or anyone that see[s] this video can find the person that is responsible for what happened to alan,"" his aunt told fox 5. in the surveillance footage, the suspect drives into the alley in the 100 block of w street around 11:18 p.m. the night of wednesday, nov. 29. the suspect then gets out of chen’s suv and pulls his lifeless body from the back driver’s side of the car. chen’s feet and arms appear to dangle, as the man drags his body in the alleyway and leaves the body. he then gets back into the suv and drives away. d.c. fire and emstells fox 5 they responded just before 1 a.m. the next morning. a source told fox 5 they saw first responders working on chen for a significant amount of time, trying to resuscitate him. a police report says officers only recovered two pairs of shoes, lip balm and blue jeans from the 41-year-old’s body. chen’s aunt told fox 5 he was not found with a wallet or his license. ""we just don't know why, you know? it just…society is not safe. so, so many crimes out there. it is just, you know, really, really, really bad,"" she said. the familyshared a photo of chen and his white porsche with massachusetts tags, hoping for answers. they tell fox 5 that chen worked in advertising and sales and often spent longer periods of time in d.c. when he came in for work. despite the video, detectives say there are no signs of foul play but they’re waiting for the medical examiner’s report to make the final determination of death as they continue to look for the suv. it has not been reported stolen. anyone with information on this case is asked tocontact mpd."
'the system needs to be changed': u.s. attorney says dc law is failing when it comes to firearms,"as d.c.’s crime crisis continues, the u.s. attorney for the district spoke to council members tuesday, discussing the efforts his office is making to better hold offenders in the district accountable.","December 6, 2023 8:18pm EST","washington-as d.c.’s crime crisis continues, the u.s. attorney for the district spoke to council members tuesday, discussing the efforts his office is making to better hold offenders in the district accountable. u.s. attorney matt graves gave a presentation during a d.c. council meeting on dec. 5 taking direct aim at the district’s system for dealing with illegal guns on the street. he says firearms cases are the ""number one problem"" within the current system. ""we had a great conversation yesterday with the d.c. council where we spent two and a half hours going through what we’re seeing with the d.c. criminal justice system and particularly with firearms offenses and why the system that d.c. has built is not meeting the moment we’re in and the changes we need to make,"" graves told fox 5 wednesday. graves and his top prosecutors spoke with council members about how factors like evidence, drug testing, and discretion play a role in prosecution rates in the hopes of bringing some reform to the current system in the district that some say is actively allowing for crime by releasing repeat offenders. ""repeat offenders are of great concern to us,"" graves said. ""we agree as prosecutors in these thousands of cases that we bring, that we are not seeing the outcomes that we want in terms of sentences, our options for charges based on how d.c. law is written and we are here to have the productive conversations that need to be had to change the system."" d.c. council chair for judiciary & public safety brooke pinto says she and other council members are actively looking to support graves and his office in their efforts to get — and keep — criminals off the street. ""our secure dc plan was developed in close consultation with the us attorney as we work to ensure they have the tools they need to hold offenders of crime accountable,""pinto said. see the u.s. attorney's office firearms presentation here"
thieves armed with chainsaw reportedly try to steal 7-eleven atm in dc,"police are searching for suspects after a 7-eleven in northwest d.c. was robbed before dawn wednesday by several thieves, including one armed with a chainsaw, who reportedly tried to steal the convenience store’s atm.","December 6, 2023 7:07pm EST","washington-police are searching for suspects after a 7-eleven in northwestd.c.wasrobbedbefore dawn wednesday by several thieves, including one armed with a chainsaw, who reportedly tried to steal the convenience store’s atm. the robbery was reported just after 3:50 a.m. in the 4000 block of georgia avenue. police say three suspects entered the store and targeted the money machine. one of the suspects was armed with an electric chainsaw. images posted to x by moco pg news show two atms that were damaged. the suspects fled in a newer model gray infiniti last seen driving north on georgia avenue. less than 15 minutes later, police responded to a robbery at another 7-eleven in northwest d.c. officers say three masked suspects entered and stole from the store in the 3000 block of 14th street. they fled in a dark-colored bmw. it is unclear is the two incidents are connected. no injuries were reported in either robbery."
fox local special: city under siege returns as dc crime continues to rise,"city under siege was a popular fox 5 franchise tackling the crime epidemic in d.c. back in the 80s as drugs, guns and crime rocked the district.","December 6, 2023 3:48pm EST","washington-city under siege was a popularfox 5franchise tackling the crime epidemic ind.c.back in the 80s as drugs, guns and crime rocked the district. with numbers rising again across d.c., fox 5 has resurrected ""city under siege"" -- but is crime in d.c. back to the same level we saw decades ago? in a new fox local connected tv app exclusive special, fox 5'smaureen umehis taking a look at archival reports and talking to leaders today to answer the question - is d.c. a ""city under siege""? this comes just a week after thenation's capitalrecorded its250thhomicideof the year. city leaders continue to struggle to handle steadily rising violent crime rates. homicides are up 34% this year over last year. over 900 carjacking offenses have been reported so far this year. violent crimes are up 40%.according to statistics provided by the mpd, the number of homicides in the district so far this year is the highest in two decades. as of dec. 13, there have been 253 homicides committed this year in the district. clickhereto learn how you can downloadfox local appfor your smart tv."
could dc have a white christmas? here are the odds,"are you dreaming of a white christmas? here are the odds of snow on christmas in washington, d.c.","December 6, 2023 1:33pm EST","washington-with less than three weeks until the christmas holiday, the area is aglow with lit trees, homes, storefronts, and displays. it is everything you see on those holiday postcards minus one key element...the christmas snow. as the famous bing crosby song states, ""i’m dreaming of a white christmas""...but just how much of that hope, is in fact, just a dream? well, i hate to be the grinch to your snowy christmas spirit, but d.c. has never really been a good city for christmas snow. read more:dmv winter 2023-2024 outlook: why we're expecting more snow, chance for blizzards in dc this winter a quick google search will give you the statistic that around 10% of christmases here in d.c. feature snowfall. that number, however, is a little on the high side. in fact, going back to when reliable snow records began in 1888, a full 134 years of christmas snow records, onlyninehave featured any measurable snow on christmas. that’s just under 7% of all christmases that we have records for. we do not just want measurable snow though, we want good snow! snow that you can take the sled out on christmas morning. that christmas card type snow! as you may have guessed, this number is even worse. just three christmases, abouttwo percentof them, have featured snowfall above one inch here in d.c. something that last happened back in 1969 when 4.3"" of snow fell. you do not have to go back nearly as far for flakes falling. in 2020, rain ended with a brief period of mix/snow on christmas day. while a decade prior, back in 2010, it was cold enough that snow flurries were seen in d.c. on christmas day. you have to go back to 2002 for the last measurable snow on christmas day, when the airport picked up just 0.2"" of snow. however, considering that the vast majority of d.c.’s average snow comes during the second half of winter, christmas is just not a very popular holiday for measurable snow as the holiday jingles may have you think. now, if you consider a white christmas to just be snow on the ground, the odds are a little more in your favor! just a hair until 10% of christmases during this same time period featured more than an inch of snow on the ground. thirteen years in total. most recently, who could forget december 2009, when a monster blizzard dropped over sixteen inches of snow on d.c. on december 19th.  it is one of only two cases in over half a century where more than an inch of snow was on the ground on christmas day here in d.c. (1989 being the other, with 2"" already on the ground) december as a whole is just not that snowy of a month. despite being the start of winter, it averages less than two inches of snow total for the entire month, on average here in d.c. going back to 1888, only about 20% of decembers feature more than 5"" of snow in dc. that number nearly doubles in january. in fact, since that monster blizzard in december 2009, d.c. has only picked up more than an inch of snow in the entire month of decemberthreetimes. in fact, it has been three years since dc has picked up any snow in december at all! it takes time for cold to settle in, and an active season storm track to set up. snow is simply much more common is the latter two thirds of winter, as opposed to early winter. so what aboutthisupcoming christmas? are there any hints at whether we will have any chance of seeing any snow around the holidays? as i am sure you are aware, the farther out in time you go in computer weather guidance, the less accurate they become. still, there are some factors that we can look at to give us hints. this includes projections of the upper air pattern, as well as other climate signals. in the short term, there really is not anything to get too excited about in terms of snowfall chances. the two-week pattern, though, does suggest there is one time frame we need to keep an eye on, and that is centered around next weekend, december 16th and 17th. some of the better middle range guidance is showing a transient ridge spike over the pacific northwest into western canada that could displace enough cold air eastward to make things interesting, as the pattern remains very active. this alone does not guarantee a winter storm for our region. with such a progressive, or fast moving pattern, there could be issues with what we call the ""cold air supply"", where the air that comes eastward is colder than normal, but just not quiet cold enough for snow. we will file this under a ""period to watch"" but will not bet the farm on it just yet. looking at the week leading up to christmas, we see that the pattern continues to be progressive. a ridge over the northeast is backing northward, into canada. this will likely be coupled with another storm that will ""fill the gap"" that the atmosphere leaves as this shift occurs in the days ahead of christmas, somewhere in the eastern half of the country. high pressure weakening in the pacific northwest should buckle the polar jet stream southward across the middle of the country while a strengthened subtropical jet stream carries moisture northward.  it is probably going to be a rainmaker for our region, but we will keep an eye on how the pattern evolves. i would not say i am overly excited about our snow prospects in the days before christmas. as we get towards christmas day and the week leading up to new years, things become a little more interesting. the upper ridge lifts and retrogrades back into northwest canada. this is key, because an upper ridge here displaces cold air downstream, to the south and east. at the same time, a vigorous subtropical jet stream shifted eastward, carrying moisture and keeping the storm track active, but this time across the eastern half of the country. this could be the precursor to what could be a period of active wintry weather. while there are never any guarantees in this range, the long range guidance is hinting at this period being when the pattern shifts in a more favorable way for winter weather in the d.c. region. could it be as early as christmas? absolutely. but since guidance like this tends to rush pattern shifts, it is more likely to occur after christmas day. once the pattern does settle in though, the guidance does suggest it may lock in through the first half of january ahead. a hint that this may indeed be the case, is a climate signal that forecasters watch closely, known as the madden-julian oscillation, or mjo. the mjo cycles through eight phases (or is in a neutral setting) and is a measure of large regions of enhanced and suppressed tropical rainfall, mainly observed over the indian and pacific ocean. the exact location of these areas of upward and downward motion can heavily influence global weather patterns, and are one of the best predictors of long range weather that we have. in the chart above, you can see it is forecast to rotate through several phases, with the key being near the end of the cycle, when you see it swing through phases eight, one, and two. these phases all favor colder air in the eastern united states. the question of whether or not it will bring snow or not remains to be seen! but at this time, the signal are out there that our region is in for a big shift sometime around or just after the christmas holiday. we will continue to monitor any winter risks for you as the holidays approach, and will continue to update you in the weeks ahead!"
4 teens sought in southeast dc armed carjacking: police,"authorities are looking for four teenagers, all believed to be 15-years-old, after a vehicle was carjacked wednesday morning in southeast d.c.","December 6, 2023 1:33pm EST","washington-authorities are looking for four teenagers, all believed to be 15-years-old, after a vehicle was carjacked wednesday morning in southeast d.c. investigators say the carjacking was reported around 10:30 a.m. in the 3500 block of 6th street. police are looking for a black toyota camry with maryland tag #3eh0877. this is a developing story. stay with us for updates."
14-year-old robbed at gunpoint while walking into northeast dc middle school,a d.c. mom is speaking out after her 14-year-old son was robbed at gunpoint walking into his middle school last week.,"December 6, 2023 3:22am EST","washington-ad.c. momis speaking out after her 14-year-old son was robbed at gunpoint walking into his middle school last week. that mother said she was shocked and concerned after learning that child was just walking to the door at kelly miller middle school on49 street, ne, when another teen came up to him and stole his iphone and a $1200 black moose knuckles coat. she says her son’s 11-year-old brother and another 14-year-old friend were with him when the incident happened around 8:30 a.m. on tuesday, nov. 28. the kids were walking up to the door of the middle school when suddenly, a teenage suspect walked up to them, pulled out a gun and told the teenage victim, ""take this coat off or i’ll blow your head off,"" a police report states. the suspect then hit the 14-year-old on the right side of his jaw with the gun and forcefully removed the teen’s coat with his phone in the pocket. police were able to track down the iphone but the teenage suspect ran towards the lincoln heights neighborhood with the expensive coat. the boy’s mother toldfox 5she’s tired of the violence in the district. medics treated her son at the school and he’s going to be ok physically, but his mom says mentally and emotionally, he’s feeling scared. fox 5 reached out tod.c. public schoolsand we are waiting to hear back. if you have any information about this armed robbery,call mpdat 202-727-9099 or text a tip to 50411."
"17-year-old arrested, charged with carjacking fbi agent in dc",police have arrested the suspect accused of carjacking an fbi agent in northeast d.c. last week.,"December 5, 2023 9:16pm EST","washington-police have arrested the suspect accused of carjacking an fbi agent innortheast d.c.last week. court documents say 17-year-old devonta lynch is facing several charges in connection to thenov. 29 incidentbut police are continuing to search for a second suspect. police say the fbi employee had just gotten out of her 2009 blue chevy malibu around 3:45 p.m. when the two armed suspects approached her in the 100 block of 12 street, ne. the victim told police that as she was zipping up her jacket, she was knocked down to the ground and became disoriented. she said she remembered being on her back, then looking up to see one of the suspects pointing a gun at her. the man demanded her keys and phone. the victim said there was a struggle but the suspect was able to wrestle both items away from her. he hopped into the driver’s seat while another suspect got into the passenger seat and the pair sped away, leaving her injured with a cut lip. the victim’s phone was later recovered from the 300 block of 11th street and the vehicle was recovered at 4:10 p.m. in the 1000 block of 15th st se, less than a mile from where the car was taken. a review of nearby surveillance footageshowed the suspects ditchedthe car just 15 minutes after taking it. using the video, police were able to identify lynch as the driver. the court documents also state that detectives received an anonymous tip saying that lynch was one of the suspects and that he had a court-ordered gps monitor on. the tip also stated that both suspects are members of the area 71 gang. following up on the tip, detectives learned that lynch had been charged with simple assault in connection to a nov. 9 incident. they also learned that lynch is a student at high road upper school, the charging documents state. on dec. 4, police obtained a search warrant for lynch’s home where they found a handgun magazine and several rounds of ammunition. the weapons allegedly used in the attack were not recovered. lynch was taken into custody and has been charged with armed carjacking. he is being held at thed.c. juvenile detention facilityunder no bond pending his first court appearance on dec. 11. the case remains under investigation and a second suspect is still wanted. anyone with information is asked to contact mpd at 202-727-9000 or text a tip to 50411."
"suspect takes armed guard's gun during robbery at walgreens in chinatown, police say","d.c. police are looking for a man who robbed a walgreens in chinatown. the police report indicates the store had an armed guard and he took that man’s gun, too.","December 5, 2023 8:56pm EST","washington-d.c. policeare looking for a man who robbed a walgreens in chinatown. the police report indicates the store had an armed guard and he took that man’s gun, too. it happened around 8 p.m. monday. police say the man followed a guard and store employee downstairs, stole the guard’s gun, and took the guard and employee into a manager’s room. the report goes on to say that the man demanded money and stuffed $5,000 into a gray bookbag then walked out. those familiar with the area tell fox 5 they’re not surprised to hear of an issue at this store. howard marks lives inchinatownand testified last week about frustrations with what he calls open-air drug markets, and his support of a proposed crime bill aimed at improving public safety. there were varying perspectives at that hearing, but marks says city stakeholders need to come together to pass *something*. ""that’s sort of my message. to make sure that we’re unified in combatting crime here in the district, and especially in chinatown,"" marks said. walgreens tells fox 5 they’re cooperating with police and safety and security is a top priority. the d.c. council is evaluating a handful of bills aimed atreducing crime. the next round of hearings on proposed legislation is this coming monday."
here’s where you can donate or find assistance in the dc region this holiday season,"the holiday season is a time for giving - and receiving. here are places in d.c., maryland, and virginia where you can donate holiday gifts to those in need, or find assistance for yourself and the ones you love.","December 5, 2023 1:29pm EST","washington-the holiday season is a time for giving – and receiving. here are places ind.c.,maryland, andvirginiawhere you can donate holiday gifts to those in need, or find assistance for yourself and the ones you love. operation christmas miracle sponsor a child in the d.c. metro area and help families who are struggling financially. children's national hospital foundation bring patients and families hope, healing and holiday magic! bread for the city bag and distribute food, sort and arrange clothing donations, or help in a number of other ways this holiday season. so others may eat volunteer with some this holiday season during one of their many holiday drives! dc coalition against domestic violence toy and gift drives for families navigating the holidays while experiencing domestic violence. holiday sharing 2023 alexandria fulfilling wish lists for families, foster children, and seniors/disabled adults in need! montgomery county's holiday giving project make the holidays brighter for those in need by donating gift cards, food, funds, and other items! kids in need during the holidays (kindh) help low-income families during the holiday season in montgomery county, md, and fairfax, prince william, and loundon county, va. nvfs holiday giving donate, volunteer, or organize a toy drive for children and their families in northern virginia! montgomery county coalition for the homeless holiday giving 2023 donate meals and funds to those in need in montgomery county. salvation army angel tree the salvation army angel tree program helps provide christmas gifts for hundreds of thousands of children around the country each year. washington dc catholic charities assistance holiday baskets, emergency food and clothing assistance. capital area food bank emergency food assistance for neighbors in need over the holidays. the arc central chesapeake region register for the arc’s holiday giving program in maryland"
'it does not feel like justice': teen takes plea deal in killing of girl over sweet-and-sour sauce,the mother of a teenage girl who was killed outside a d.c. fast-food restaurant last summer following a dispute over sweet-and-sour sauce is outraged after her daughter's killer will likely spend less than six years in a youth detention center.,"December 5, 2023 10:01am EST","washington-the mother of a teenage girl who was killed outside ad.c.fast-food restaurant last summer following adispute over sweet-and-sour sauceis outraged after her daughter's killer will likely spend less than six years in a youth detention center. the deadly stabbing that happened on august 27 outside a mcdonalds restaurant near 14th and u streets in northwest washington left 16-year-old naima liggon dead. a 16-year-old girl was arrested and charged in connection with the killing. the teen's trial for first-degree murder was scheduled to begin monday. but before it began, a deal was made with prosecutors. read more:teen charged in fatal stabbing over sweet and sour sauce to remain in jail: judge under the deal, the teen pleaded guilty to manslaughter charges as a juvenile. the maximum penalty will keep her incarcerated in a juvenile detention center until her 21st birthday. fox 5 spoke with naima's mother, joy liggon, who said the family's position was that they wanted to go to trial for first-degree murder. ""what i can tell you is that it does not feel like justice that the person that took our daughter is going to be – possibly, at the maximum - in a detention center for five and a half years. it seems like it should be more than that,"" liggon said. the teen is scheduled to be sentenced next month."
search continues for porsche driver who dumped body of massachusetts man in dc alley,"five days after a massachusetts man’s body was dumped in a d.c. alley, police are still looking for the porsche and whoever was driving it the night they left the victim dead in a northwest d.c. alleyway.","December 5, 2023 2:23am EST","washington-five days after a massachusetts man’s body was dumped in a d.c. alley, police are still looking for the porsche and whoever was driving it the night they left the victim dead in a northwest d.c. alleyway. the family of 41-year-old alan chen tells fox 5 the porsche he was pulled from is his own vehicle. fox 5first broke this storylast week. d.c. policestill have not released any surveillance videos in this investigation. chen’s family shared a photo of chen and his white porsche with massachusetts tags, hoping for answers. they tell fox 5 that the 41-year-old worked in advertising and sales and that he would often spend longer periods of time in d.c. when he had to come to d.c. for work. police tell fox 5 his death could be of natural causes. there were no immediate signs of foul play. however, chen’s aunt tells fox 5 they disagree. the family believes there was a robbery and tells fox 5 they just want his killer arrested. fox 5 is learning a neighbor somehow encountered an unconscious chen lying in the alleyway. another neighbor was able to review home surveillance video and discover chen had been pulled out of his porsche just before 11:20 p.m. wednesday, nov. 29.  . the unknown driver apparently entered the alleyway on the 100 block of w street from v street, exiting on w toward 2nd street nw. d.c. fire and emstells fox 5 they responded just before 1 a.m. the next morning. a source tells fox 5 they saw first responders working on chen for a significant amount of time, trying to resuscitate him. a concerned neighbor says police also investigated a death just steps of the alleyway several years ago. that death was a 2016 murder. ""we’re talking a block. not even a block. we’re talking, half a street signal,"" said a neighbor who identified himself as manuel only. ""unfortunately, what’s happened here before, in this alleyway, it seems to be a thoroughfare and a number – i’ve seen a number of times where i come up at night at somebody is in the car and the windows are all foggy – something’s going on. so you have to call the police to get them to move or see what’s going on. and it would be great to have more secure lights in the back and such."" ""it’s very concerning that something like this would happen in this neighborhood where you’re trying to establish relationships with friends and then something like this happens where somebody is taken away,"" manuel added. a police report says officers only recovered two pairs of shoes, lip balm and blue jeans from the 41-year-old’s body. chen’s aunt told fox 5 he was not found with a wallet or his license. the d.c. medical examiner is still conducting the autopsy. once completed, police will then know whether there was anything possibly going on internally, such as a medical emergency or a possible drug overdose. neighbors have voiced frustration that if it was a possible medical emergency or drug overdose, chen should have been taken to a hospital. howard university hospital sits just two blocks away from the scene. ""being very alert,"" is how manuel described neighbors trying to address the situation, ""alert, talking to other talking to the neighbors, you know, seeing people around here and just being aware of what's going on as much as possible. everybody lives really busy lives, but i think just one way to combat it is just to say hello and make sure you know who other people are around here."" fox 5is told neighbors being vigilant and participating in the city’s security camera rebate program is the reason why police at least have surveillance video in this investigation. anyone with information on the porsche or the unknown driver involved is asked to contact police immediately."
man charged with murder after bathroom dispute leads to deadly shooting in northeast dc: court documents,"a suspect has been charged with murder after police say he shot and killed a man following an altercation at dc doors, a non-profit focused on helping members of d.c.’s latino community secure housing.","December 4, 2023 5:54pm EST","washington-a suspect has been charged with murder after police say he shot and killed a man following an altercation atdc doors, a non-profit focused on helping members of d.c.’s latino community secure housing. police say 22-year-old clarence mcknight is facing second-degree murder charges in the death of 23-year-old brandon lewis. according to the documents, the deadly incident began inside the housing center located at 900 rhode island ave., ne, just after 6:30 p.m. on friday, dec. 1, when mcknight was in the bathroom and another man began banging on the door, telling mcknight to ""hurry up"" because he needed to use it. after knocking several times, mcknight came out of the bathroom and went up to the man who had been banging on the bathroom door, making threats towards the man and asking if he wanted to fight. the two walked outside where the man finally said he would fight mcknight, but when mcknight saw that the man was accompanied by another man — later identified as lewis — he decided he didn’t want to fight, thinking that the pair would jump him. mcknight claims he began to walk away but said the men continued to follow him as he walked around the building before eventually going back inside the dc doors building. police say they also reviewed cctv footage that shows the men coming back into the building. they say the video shows mcknight in the café of the building when lewis comes up behind him and punches him at least twice in the head. that’s when mcknight grabs lewis by his clothes, pulls out a gun and fires multiple shots. d.c. fire and emsresponded and took lewis to medstar hospital where he was pronounced dead just after 7:15 p.m. mcknight wastaken into custodyshortly after the incident. according to the court documents, he told police toward the end of his interview that ""the whole situation was ‘f***ed up’ and could have been avoided on both sides."" his preliminary hearing is set for 9:30 a.m. on dec. 13."
"man sentenced to 60 months for running fake holiday charity, stealing nearly $200k","a maryland man was sentenced to 60 months in prison for creating fake charities, soliciting donations and then stealing the identities of donors he tricked into giving funds.","December 4, 2023 3:05pm EST","washington-a maryland man was sentenced to 60 months in prison for creating fake charities, soliciting donations and then stealing the identities of donors he tricked into giving funds. james trankle, 55, previously of churchton, maryland, was found guilty in may for conspiracy to commit mail and bank fraud, and five additional counts of bank fraud. trankle and his co-defendent, stephen sibert, created fake charities like ""disabled and paralyzed veterans fund,"" the ""national breast cancer awareness fund,"" and the ""children’s leukemia of america fund,"" according to court documents. the duo took over 1,600 personal checks from victims who thought they were making charitable gifts – but the checks were just deposited into their bank account. they obtained more than $45,000 from victims who thought they were making legitimate donations. by using the bank account and routing information from the victims' checks, trankle and sibert printed additional unauthorized counterfeit checks, depositing them into their bank accounts to spend on personal expenses. they deposited more than 700 counterfeit checks, totaling more than $150,000. the fake charities utilized a p.o. box in washington, d.c. as the official mailing address – but never performed any charitable work or donated funds to other charities that did so. as part of the sentencing, trankls has also been ordered to pay $204,561 in restitution, to forfeit $135,327 and to serve five years of supervised release. read more: how to avoid online holiday scams and what to do if you fall for them"
dc teens accused of murdering 17-year-old while he walked to work expected in court,two d.c. teenagers accused of killing a 17-year-old while he walked to work earlier this year are expected in court monday.,"December 4, 2023 11:48am EST","washington-twod.c.teenagers accused ofkilling a 17-year-oldwhile he walked to work earlier this year are expected in court monday. police were called to the 2300 block of washington place in northeast around 4:30 p.m. on september 11 for the report of a shooting. investigators believe17-year-old antonio cunningham was on his way to workwhen three masked suspects pulled up in an suv and opened fire. officers found the teen suffering from gunshot wounds. he was taken to a nearby hospital where he later died. read more:grieving dc dad speaks out after son dies in double shooting officers arrested 17-year-old anthony moore and 16-year-old marlan smith jr. several weeks later in connection with the killing. both face multiple charges including first-degree murder, felony murder, and robbery in connection with cunningham’s death. both pleaded not guilty to the killing in november and were ordered held without bond. fox 5spoke with the teen's grieving fatherwho said the teen was a student at dunbar high school and worked at jersey mike's subs. ""[i'm] just trying to process everything that's going on without violence in this city,"" antonio's dad told fox 5 at the time. ""it's the worst to be honest."" read more:dc teens arrested in killing of 17-year-old gunned down while walking to work ""i'm grieving right now with all my family friends,"" he said. ""i'm hurt."" the wife of the good samaritan who stepped in to help the teen said that her husband tried to deescalate the situation. ""that's what he does,"" she said. ""he believes in talking and without warning, a guy turned around and shot him. and then he heard the second shot and saw the kid's head go back."""
"man shot, robbed of cartier glasses in northwest dc",police say a man was shot by an armed robber who stole his cartier glasses early monday in northwest d.c.,"December 4, 2023 9:11am EST","washington-police say a man wasshotby an armed robber who stole his cartier glasses early monday in northwestd.c. the shooting happened just before 1 a.m. in front of a business in the 3000 block of georgia avenue. investigators say the victim smacked the gunman’s hand and was shot once in the groin. read more:thieves steal 81 glasses worth over $140k from georgetown optician at the wharf he was conscious and breathing and was transported to a nearby hospital. police say the suspect was wearing a blue jacket and fled on a bike. read more:suspect kidnaps victim at gunpoint in dc, steals property then lets them go: police"
"man shot, seriously injured inside dc business",authorities say a man was seriously injured after being shot while inside a business sunday in southeast d.c.,"December 4, 2023 9:11am EST",washington-authorities say a man was seriously injured after beingshotwhile inside a business sunday in southeastd.c. the shooting was reported around 11 p.m. in the 3000 block of martin luther king avenue. read more:man dies in hospital following northeast dc shooting; no suspect in custody officials say the man was transported to the hospital in critical condition. no arrests have been made.
man dies in hospital following northeast dc shooting; no suspect in custody,a man succumbed to his injuries following a shooting in northeast d.c. and police are searching for the suspect who fired the fatal shots.,"December 3, 2023 6:07pm EST","washington-a man succumbed to his injuries following a shooting innortheast d.c.and police are searching for the suspect who fired the fatal shots. officers say the victim was found in the 1700 block of benning road, ne, around 4 p.m. on saturday. he was taken to the hospital where he was later pronounced dead, police told fox 5 sunday morning. the shooting is now being investigated asa homicide. the suspect has been described as a man last seen wearing black jacket with a hood, blue jeans and dark shoes, fleeing eastbound on benning road, ne. no additional information has been released at this time.d.c. policeask anyone with tips to call 202-727-9099 or text 50411."
man accused of impersonating fbi agent sentenced to 33 months in prison,one of the two men accused of impersonating federal agents in the nation's capital was sentenced friday to 33 months in prison.,"December 1, 2023 4:55pm EST","washington-one of the two men accused ofimpersonating federal agents in the nation's capitalwas sentenced friday to 33 months in prison. arian taherzadeh, 41,pleaded guilty in augustto charges stemming from a scheme in which he pretended to be a federal law enforcement officer to secure apartments in which he then failed to pay rent. he also used the ruse to promote his security company and ingratiate himself with actual officers. taherzadeh was also ordered 36 months of supervised release and restitution of $706,218. according to court documents,taherzadeh and haider ali, 36,created a business entity called united states special police llc (ussp), which was described as a private law enforcement, investigative and protective service based in washington. the company was not associated in any way with the united states government or the district of columbia. between december 2018 and april 2022, taherzadeh and ali falsely claimed to be, among other things, a special agent with the department of homeland security, a member of a multi-jurisdictional federal task force, a former united states air marshal and a former army ranger. he used these false claims to obtain leases for multiple apartments in three complexes in the district of columbia. these apartment buildings sustained more than $800,000 in losses from unpaid rent, parking and associated fees. taherzadeh also falsely identified himself as a special agent to employees of the united states secret service, claiming at different points that he was part of a gang unit and as part of a covert task force. in furthering his scheme, taherzadeh provided secret service employees with gifts such as rent-free penthouse apartments, a drone, a gun locker and a pelican case. the duo also used their law enforcement personas to maintain leases for multiple apartments and parking at three luxury apartment complexes. taherzadeh and othersalso obtained law enforcement clothing, paraphernalia and equipment including, among other things: -police patches and badges - tactical gear and equipment - police lights - a sig sauer p229 firearm - a glock 19 9mm handgun - large quantities of ammunition - concealed carry holsters - surveillance equipment - unlicensed long gun components taherzadeh and ali, were arrested on apr. 6, 2022. ali pleaded guilty on oct. 5 2022, and was sentenced to68 months of incarcerationfollowed by 36 months of supervised release and ordered to pay restitution."
flight wine bar to close due to chinatown crime and pandemic struggles,a popular d.c. wine bar has announced it’s closing its doors for good.,"December 1, 2023 2:58pm EST","washington-a populard.c.wine bar has announced it’s closing its doors for good. chinatown’s flight wine bar opened nearly a decade ago, and it’s the latest business to close in the district. the owners told fox 5 that the crime inchinatownis the top reason why they’re closing. customers have shared with the owners that they feel uncomfortable andunsafe in the areanear the capital one arena. flight wine bar first opened its doors in 2014, serving customers from its 800-bottle wine list from around the world. the restaurant is award-winning, having been named the 2020 and 2023 james beard foundation semifinalist for outstanding wine program. co-owners swati bose and kabir amir said that in addition to the increase in violent crime, they’re also closing after a rough time rebounding from the covid-19 shutdown. despite the bar facing the back of the capital one arena, the owners say there aren’t enoughwizardsand capitals fans coming to the area to drink wine. flight wine bar will pour its last glass and shut its doors on dec. 30. read more: 10 dc speakeasies, saloons and historical spots to toast 90 years since prohibition"
