Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
"Suspect Sought in a Homicide: Unit Block of Chesapeake Street, Southeast",https://www.youtube.com/watch?v=fIrkOfWHQYg,0,3287,6,"Detectives from the Metropolitan Police Department’s Homicide Branch are seeking the public’s assistance in identifying a suspect in reference to a homicide that occurred on Tuesday, February 8, 2022, in the Unit block of Chesapeake Street, Southeast. 
 
At approximately 8:09 pm, members of the Seventh District responded to the listed location for the report of a shooting. Upon arrival, members located a juvenile male victim, inside of a vehicle, suffering from an apparent gunshot wound. DC Fire and EMS responded to the scene and transported the victim to a local hospital for treatment of life-threatening injuries.  On Friday, February 11, 2022, the victim succumbed to his injuries and was pronounced dead.
 
The decedent has been identified as 16 year-old DeShawn Francis, of Alexandria, VA.
 
A suspect was captured by a nearby surveillance camera and can be seen in the photos in the video.
 
The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons responsible for each homicide committed in the District of Columbia. Anyone with information about this case is asked to call the police at 202-727-9099. Additionally, anonymous information may be submitted to the department’s TEXT TIP LINE by sending a text message to 50411.",2022-02-16T20:14:11Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
4 people shot following funeral for homicide victim in Northeast DC; police searching for suspects,https://www.youtube.com/watch?v=KLhGRZVVBZU,329,24835,248,"A deadly shooting outside of a D.C. funeral home. Police are on the hunt for the shooter or shooters who killed one man and seriously injured another man and two women. FOX 5’s Sierra Fox explains what happened. READ MORE: https://bit.ly/3KSYgq9

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-04-12T13:25:11Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
The Coffee Shop Murders | FULL EPISODE | The FBI Files,https://www.youtube.com/watch?v=7IApHZNcD3w,16574,2748326,1508,"What seemed to be a senseless act of violence soon grew into a crime of federal proportions. Unravel the mystery alongside the FBI's greatest law enforcers and forensic scientists.

#TheFBIFiles #TrueCrime #StarbucksMurder

Season 4 Episode 13: In July 1997, three people were shot to death at a Georgetown coffee shop. Investigators could find no immediate suspect or no clear motive for the murders. Was this a hate crime, a robbery gone wrong or an act of cold-blooded vengeance?

The FBI Files is an American docudrama that takes a look behind the scenes of the Federal Bureau of Investigation's crime laboratory.

Real FBI cases are recounted through reenactments and interviews, due to the sensitive nature of the show, viewer discretion is advised.",2020-12-12T14:00:02Z,UCwxod2w5NT4qMWfMgZivCYQ,The FBI Files
How the quadruple homicide manhunt unfolded,https://www.youtube.com/watch?v=wb3OfoZEK8c,11,3039,2,"Daron Dylon Wint is being charged with first-degree murder in the killings of a prominent D.C. businessman, his wife, their 10-year-old son and their housekeeper. The Post's Peter Hermann explains how dozens of police and federal authorities tracked Wint from Brooklyn to College Park and finally apprehended him in Northeast Washington late Thursday night.",2015-05-24T19:13:34Z,UCHd62-u_v4DvJ8TCFtpi4GA,Washington Post
Alexandria man&#39;s mysterious death ruled homicide 6 months later | NBC4 Washington,https://www.youtube.com/watch?v=dNkPyuUFOBU,37,1865,4,"Police recently announced an Alexandria, Virginia, man’s death in January was ruled a homicide. Northern Virginia Bureau Chief Julie Carey spoke with his mother.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C., the country’s seventh largest television market. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/078e74931b225d7d9aea6fef6ecab43c/nbc-washington-dc-news

Instagram: http://nbc4dc.com/3HxYkYH
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-07-18T16:01:04Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
"Persons/Vehicle of Interest in Homicide, 4400 b/o Livingston Rd, SE, on August 8, 2018",https://www.youtube.com/watch?v=-Smw-Tv4nw0,0,8257,7,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons and a vehicle  of interest in a Homicide which occurred in the 4400 block of Livingston Road, SE, on Wednesday, August 8, 2018, at approximately 12:27 AM. The vehicle was captured by nearby surveillance cameras.


DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #18-131-155.

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2018-08-31T00:44:20Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"D.C.&#39;s Homicide Rate Soars, Outpaces the National Average",https://www.youtube.com/watch?v=gw1moHiZT6g,104,665,4,Lax punishments on gun-related crimes are a primary factor in increased gun violence because they create a plague of repeat offenders. D.C. courts are prime examples of how not to administer justice.,2019-01-29T22:00:08Z,UCnPV7QPHfuwwPBn_mvI_Hzw,NRATV
Mary Houston homicide investigation follows discovery of body in Northeast D.C.,https://www.youtube.com/watch?v=Me4h8gCRnKs,0,114,0,"Mary Houston homicide investigation follows discovery of body in Northeast D.C. http://bit.ly/1odZCvB

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-05-09T16:32:53Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
Police are investigating a violent beating caught on camera outside a D.C.-area Shake Shack,https://www.youtube.com/watch?v=7gQvYvjMpwk,409,77127,747,"A 28-year-old man says he was beaten by a group of Shake Shack employees after sharing a kiss with his partner. The man said he was berated by workers there and escorted outside when the punching started. In a statement, Shake Shack says they have suspended team members involved pending further review. NBC News’ George Solis reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#ShakeShack #Crime #DC",2024-08-19T01:30:04Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News
"Persons of Interest in Homicide, 2700 b/o 30th St,SE, on September 24, 2022",https://www.youtube.com/watch?v=2XsfZ_lWNis,0,9593,7,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons of interest in reference to a Homicide incident which occurred in the 2700 block of 30th Street, SE, on Saturday, September 24, 2022, at approximately 11:34 AM. The subjects and vehicle were captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #22-138-483

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2022-10-03T21:03:14Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
DC MPD at teen homicide at Rhode Island Row/Brentwood Metro,https://www.youtube.com/watch?v=8C67buoQkVg,2,592,0,"Washington DC MPD and Metro Transit filmed by Capitol Intelligence/BBN using CI Glass investigating the murder of a male teenager in front Jersey Mike’s Subway shop at 2300 Washington Place NE at the Bozzuto managed Rhode Island Row development by the Brentwood Metro station in Brentwood, NE on September 11, 2023",2023-09-12T01:33:10Z,UCmxmrBTwNBnE8jWmnJzv7tg,Capitol Intel Group/BBN www.capitolintelgroup.com
Homicide investigation after man dies outside Kennedy Center | FOX 5 DC,https://www.youtube.com/watch?v=vs0AILGwE7k,84,8033,16,"Authorities are investigating a homicide after a man died outside the Kennedy Center in northwest D.C early Friday morning.

DETAILS: https://bit.ly/3E0cGRB
---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?su...
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5... 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-11-04T14:38:26Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
WORRYING JURY QUESTIONS. Wants to HEAR Lyrics and SEE Gas Station Footage! #ysltrial #youngthug,https://www.youtube.com/watch?v=8716bXbFOUM,697,39153,364,"WORRYING JURY QUESTIONS. Wants to HEAR Lyrics and SEE Gas Station Footage! #ysltrial #youngthug 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCVyhqOMwwU-bTG35BD7TJgw/join",2024-12-02T17:00:00Z,UCVyhqOMwwU-bTG35BD7TJgw,"Paralegal Institute of Washington, D.C."
DC Police Chief News Conference On 3rd District Homicide,https://www.youtube.com/watch?v=RfT4d3Is6LU,1,128,0,D.C. Police Chief Robert Contee updates the community on a homicide incident that happened in the Third District.,2021-12-14T17:11:04Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
Au pair pleads guilty to manslaughter in Virginia double homicide,https://www.youtube.com/watch?v=YZR2kziPecM,20,3057,3,"Juliana Peres Magalhães, 24, pleaded guilty to manslaughter Tuesday in connection with the February 24, 2023, shooting death of Joseph Ryan, 39, in Herndon, Virginia.

DETAILS: https://tinyurl.com/2autzmlz

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-10-29T16:21:41Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
DC teen released to home confinement after shooting in Southeast | NBC4 Washington,https://www.youtube.com/watch?v=0aevuGVozjo,101,9511,64,"A teen accused of firing an AR-15 dozens of times in the Hill East neighborhood of Southeast D.C. has been let out of jail while he awaits trial.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-05-10T01:36:42Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
D.C. Woman Convicted of Killing 4 Daughters,https://www.youtube.com/watch?v=6vcqCioe35Y,136,33531,0,"A judge has found a Washington, D.C. woman guilty of killing her four daughters.  Banita Jacks is facing life in prison on murder and child cruelty charges. U.S. Marshal deputies discovered the girls' decomposing bodies in January 2008. (July 29)",2009-07-30T03:33:39Z,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press
MPD Officials Announce Arrest In Double Homicide Investigation,https://www.youtube.com/watch?v=f2VlIHalfi8,0,1641,3,,2024-11-07T22:23:53Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Oct. 10, 2002: Sniper Terrorizes D.C.",https://www.youtube.com/watch?v=hcZ_IRKzJzE,803,139346,132,"""World News"": Four random shootings occur in Montgomery county Maryland.",2009-11-10T03:18:51Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News
Grieving mother pleads for change after son was killed in DC,https://www.youtube.com/watch?v=C-nICpD5DeU,525,18367,109,#news #crime #dc #viral #politics #police #video #shortvideo,2023-08-09T22:15:31Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"House committee holds hearing on crime in Washington, D.C., and its impact | full video",https://www.youtube.com/watch?v=mNnsi5LAz3U,209,9573,39,"The House Administration Committee held a hearing Thursday on crime in Washington, D.C., and how it's impacting Congress and the community. U.S. Capitol Police Chief Thomas Manger testified before the panel.

#news #politics #congress 

CBS News Streaming Network is the premier 24/7 anchored streaming news service from CBS News and Stations, available free to everyone with access to the Internet. The CBS News Streaming Network is your destination for breaking news, live events and original reporting locally, nationally and around the globe. Launched in November 2014 as CBSN, the CBS News Streaming Network is available live in 91 countries and on 30 digital platforms and apps, as well as on CBSNews.com and Paramount+.

Subscribe to the CBS News YouTube channel: https://youtube.com/cbsnews
Watch CBS News: https://cbsnews.com/live/
Download the CBS News app: https://cbsnews.com/mobile/
Follow CBS News on Instagram: https://instagram.com/cbsnews/
Like CBS News on Facebook: https://facebook.com/cbsnews
Follow CBS News on Twitter: https://twitter.com/cbsnews
Subscribe to our newsletters: https://cbsnews.com/newsletters/
Try Paramount+ free: https://paramountplus.com/?ftag=PPM-05-10aeh8h

For video licensing inquiries, contact: licensing@veritone.com",2024-03-21T16:07:37Z,UC8p1vwvWtl6T73JiExfWs1g,CBS News
Cold Case Profile #1: Homicide of Marcus Johnson,https://www.youtube.com/watch?v=s55EJrRcXKA,0,5712,2,"The Metropolitan Police Department continues to investigate the homicide of Marcus Johnson on May 1, 2006 at 8:44 PM. Mr. Johnson was fatally shot in the 1400 block of First Street, NW, in Washington, DC. This video provides additional information about the victim in this crime from family members who urge you to aid in bringing closure to this case.

Detectives seek your help in solving this homicide and ask you to contact Detective Jeff Owens at (202) 277-4239 or the Department's Command Information Center at (202) 727-9099.

The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia.

Anyone with information about this case is asked to call the police at (202) 727-9099. Additionally, anonymous information may be submitted to the department's TEXT TIP LINE by text messaging 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2012-10-12T20:31:51Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Persons and Vehicle of Interest in Homicide, 4900 b/o Nash St, NE, on March 1, 2020",https://www.youtube.com/watch?v=OW4wlSlQjLY,0,8486,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons and vehicle of interest in a Homicide which occurred in the 4900 block of Nash Street, NE, on Sunday, March 1, 2020 at approximately 2:00 PM. The subjects and vehicle were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #20-037-141 

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2020-06-17T22:07:00Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Murdered &#39;sugar daddy&#39;s&#39; thumb used to access payment apps,https://www.youtube.com/watch?v=ugp39cFibwI,1560,180604,712,"Prosecutors in Washington, D.C., say two women used the severed thumb of a man they murdered to access payment apps and make purchases. WRC's Paul Wagner reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#WashingtonDC #SugarDaddy #Crime",2024-07-09T20:45:02Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News
The Savopoulos Family Murders,https://www.youtube.com/watch?v=yZUyj8FeYuw,43413,1753614,6606,"The Savopoulos family, Savvas, Amy, Philip and their housekeeper Vera were horrifically help captive for almost 19 hours in Washington DC in 2015. This did not end well. Then the manhunt began for whomever was behind what happened to the Savopoulos family.  

Patreon► https://www.patreon.com/thatchapter
Twitter► https://twitter.com/that_chapter
Instagram► https://www.instagram.com/that_chapter

References►
https://pastebin.com/eQLhw2tD
Mixed Martial Arts Fighter Kicking Pad - Videvo
https://www.videvo.net/video/mixed-martial-arts-fighter-kicking-pad/456630/

Music►
Missing Pieces
Wandering Gaze
Memory Rain
Descent
Dark Matter",2019-10-29T19:00:08Z,UCL44k-cLrlsdr7PYuMU4yIw,That Chapter
Grandmother shot and killed in DC remembered; community calls on police to solve murder | FOX 5 DC,https://www.youtube.com/watch?v=pj-iUXbzHz4,85,5505,43,"Friends and family gathered Sunday to honor the memory of a 71-year-old grandmother who was killed last year in the District by gun violence. Now – a year later – the community is calling on police to find and catch her killer.

Subscribe to FOX 5 DC: https://www.youtube.com/channel/fox5dc?sub_confirmation=1

FOX 5 DC is your number one news source for breaking news, live events, weather and more in D.C., Maryland and Virginia.

STAY CONNECTED:INSTAGRAM » https://www.instagram.com/fox5dc/
TWITTER » https://twitter.com/fox5dc
FACEBOOK » https://www.facebook.com/fox5dc

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2021-05-24T16:03:57Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Persons of Interest in Homicide, 700 b/o Princeton Pl, NW, on June 19, 2019",https://www.youtube.com/watch?v=twNTMRbMV0c,0,5458,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating two persons of interest in a Homicide which occurred in the 700 block of Princeton Place, NW, on Wednesday, June 19, 2019 at approximately 9:24 AM. The subjects were captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #19-107-204

Anyone who can identify this individual or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2019-07-02T02:11:02Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Triple homicide in Capitol Heights,https://www.youtube.com/watch?v=q2B_pt69S3I,29,5273,0,"Triple homicide in Capitol Heights  http://wj.la/1guMbQt

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-02-24T00:52:13Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
"Homicide investigation after patient dead at medical facility in Southeast DC, police say | FOX 5 DC",https://www.youtube.com/watch?v=3OqNKpHB2uQ,37,2334,11,"Authorities say homicide investigators are on the scene near a medical facility in Southeast, D.C. after an incident involving two patients that reportedly left one of them dead.

DETAILS: https://bit.ly/34shAbb


STAY CONNECTED:

INSTAGRAM » https://www.instagram.com/fox5dc​​​​​...​
TWITTER » https://twitter.com/fox5dc​​​​​​​​​​
FACEBOOK » https://www.facebook.com/fox5dc​​​​​​​​​​

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2022-03-09T11:39:33Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Loved ones honor homicide victims at ceremony in Prince George&#39;s | NBC4 Washington,https://www.youtube.com/watch?v=Uwkbqtn96V4,3,445,0,"Families of homicide victims gathered to remember their loved ones in Prince George’s County Monday. News4’s Derrick Ward reports on how a community is helping families heal.
_______
NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. NBCWashington.com is the market’s most-visited local television station website across all platforms.

FOLLOW & STREAM NBC4 WASHINGTON
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Freevee, Google TV, TCL and Samsung TV Plus.
More here: https://www.nbcwashington.com/watchlive/

Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
Twitter: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67

VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2023-10-10T15:46:38Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
