# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Summary,Date,Full_Article
"Teenager struck by school bus in DC, police investigating","A teenager was struck by a school bus at the intersection of Alabama Avenue and Naylor Road Southeast, according to the Metropolitan Police Department.","October 21, 2024 4:16pm EDT","FILE - A school bus sits parked in Columbus, N.M., on April 11, 2021. (Photo By Bill Clark/CQ-Roll Call, Inc via Getty Images)"
Police investigating Southeast DC shooting that left man dead,D.C. police are continuing to investigate after a man was shot and killed in Southeast Monday morning.,"October 21, 2024 12:18pm EDT",
US Capitol complex evacuation drill planned for Monday,Authorities say they are holding a planned evacuation drill Monday on the ground of the U.S. Capitol complex.,"October 21, 2024 10:18am EDT",WASHINGTON-Authorities say they are holding a planned evacuation drill Monday on the ground of the U.S. Capitol complex.
Darrell Green’s No. 28 retired by Washington Commanders,"Darrell Green is back around the Washington football organization he played his entire NFL career for, receiving an honor that seems long overdue.","October 21, 2024 9:58am EDT","WASHINGTON-Darrell Green is back around the Washington football organization he played his entire NFL career for, receiving an honor that seems long overdue."
Commanders lose Jayden Daniels to a rib injury in 40-7 rout of Panthers,The Washington Commanders and the Carolina Panthers will meet Sunday in a matchup of opponents going in very different directions. Washington is atop the NFC East at 4-2 even after a loss at Baltimore. Carolina has lost three in a row to fall to 1-5.,"October 21, 2024 9:58am EDT",WASHINGTON-Jayden Daniels' health was the first thing onMarcus Mariota's mindwhen he went into the game for the injured rookie quarterback. Then he just played football like he has his whole life.
Jayden Daniels to undergo tests Monday after leaving the Commanders' game with a rib injury,"Jayden Daniels will undergo further tests Monday after leaving the Washington Commanders’ game against the Carolina Panthers with a rib injury, coach Dan Quinn said, repeatedly adding he had no further update on the rookie quarterback's status.","October 21, 2024 9:58am EDT","LANDOVER, Md.-Jayden Danielswill undergo further tests Monday after leaving the Washington Commanders’ game against the Carolina Panthers with a rib injury, coach Dan Quinn said, repeatedly adding he had no further update on the rookie quarterback's status."
Students shaken by triple shooting near Howard University as school celebrates homecoming,D.C. police are investigating a triple shooting that took place early Sunday morning.,"October 21, 2024 9:58am EDT",D.C. police are investigating a triple shooting that took place early Sunday morning. It happened near Howard University’s campus amid the school’s homecoming weekend.
"Sunny, warm Monday in DC with highs near 80 degrees","After a chilly start Monday morning in the Washington, D.C. region, temperatures will warm up to near 80 degrees later in the afternoon!","October 21, 2024 9:58am EDT","Taylor Grenda has the FOX 5 Weather forecast for Monday, October 21."
DC police investigating after 3 injured in overnight shooting near Howard University,Three people were injured in an overnight shooting near Howard University Saturday night.,"October 20, 2024 11:26am EDT",
DC man wanted for first degree murder in Southeast,A D.C. man is wanted for first-degree murder while armed.,"October 19, 2024 4:21pm EDT",WASHINGTON-A D.C. man is wanted for first-degree murder while armed.
Surveillance photo released of Northeast DC shooting suspect,D.C. police are searching for a suspect involved in a shooting in Northeast.,"October 19, 2024 2:20pm EDT",WASHINGTON-D.C. police are searching for a suspect involved in a shooting in Northeast.
3 men injured in separate overnight DC shootings: police,The Metropolitan Police Department is investigating three separate shootings in D.C. that left three men injured.,"October 19, 2024 1:33pm EDT",WASHINGTON-The Metropolitan Police Department is investigating three separate shootings in D.C. that left three men injured.
Porch pirate captured on surveillance camera in Northeast DC,The Metropolitan Police Department is searching for a porch pirate after a robbery in Northeast.,"October 19, 2024 12:01pm EDT",WASHINGTON-The Metropolitan Police Department is searching for a porch pirate after a robbery in Northeast.
Police continue investigation into shooting in Petworth neighborhood that left woman injured,"A strong police presence was visible on Georgia Avenue on Friday morning, following a shooting in the Petworth neighborhood that left a woman injured.","October 18, 2024 10:31pm EDT",FOX 5's Shomari Stone speaks exclusively with a D.C. barber and his daughter who heard the gunfire in Petworth Thursday evening.
Aurora Market closing Brookland location after multiple break-ins,A family-owned store in Northeast D.C. is shutting its doors for good after being hit by multiple robberies.,"October 18, 2024 6:46pm EDT",A family-owned store in Northeast D.C. is shutting its doors for good after being hit by multiple robberies. FOX 5's Tisha Lewis has the story.
52 year old charged after inappropriately touching a child in DC: police,A D.C. man has been arrested and charged after inappropriately touching a child.,"October 18, 2024 1:08pm EDT",WASHINGTON-A D.C. man has been arrested and charged after inappropriately touching a child.
Warm temperatures return to DC region for weekend and into next week,"A chilly Friday morning in the Washington, D.C. area will give way to a warmer weekend.","October 18, 2024 12:51pm EDT","FOX 5 Weather forecast for Friday, October 18"
Washington Commanders to honor Darrell Green with jersey retirement,The Washington Commanders will honor one of the greatest players in franchise history this season when they retire the jersey of Hall of Fame cornerback Darrell Green.,"October 18, 2024 12:03pm EDT","LION Lunch Hour has everything: hot topics, celebrities, cooking, and so much more."
DC road closures for Howard University Homecoming celebration,Howard University is celebrating their 100-year homecoming anniversary. Several street closures will be in effect this weekend for the celebration. Here's what you need to know.,"October 18, 2024 10:13am EDT","Howard University President Ben Vinson III, PhD says he's excited about where the institution is headed. He calls it a 'NextGen HBCU' and says with new programs, they are looking to change the playing field for the next generation of young leaders. In a one-on-one interview with FOX 5's Stephen Graddick, Vinson discusses his first year of leadership at the University."
National Building Musuem holds haunted history dating back centuries,The National Building Museum is usually known for its stunning architecture and lavish interior design but it's also said to be the home of spirits who linger in the shadows.,"October 18, 2024 1:13am EDT","Washington DC, National Building Museum, Pension Building, Great Hall, with Corinthian columns and gilded urns. (Photo by: Jeffrey Greenberg/Universal Images Group via Getty Images)"
DC Shadow Rep. Owolewa calls for traffic safety reforms following recent crash,D.C. Shadow Representative Oye Owolewa is speaking out for the first time since being injured in a serious crash earlier this month.,"October 17, 2024 11:10pm EDT",D.C.'s shadow Representative Oye Owolewa is still in physical therapy but says he's ready to get back to work after a crash earlier this month.
"Woman shot in Petworth neighborhood, police search for masked gunman","A woman was shot in Northwest D.C., Thursday evening, and police are now investigating the incident.","October 17, 2024 10:24pm EDT","A woman was shot in Northwest D.C., Thursday evening, and police are now investigating the incident. FOX 5's Shomari Stone has the latest details from police."
DC Attorney General suing construction company over pollution concerns,One of D.C.’s largest construction companies is being sued by the city for allegedly allowing contaminated runoff to pollute some of the area's most fragile waterways.,"October 17, 2024 7:16pm EDT",One of D.C.’s largest construction companies is being sued by the city for allegedly allowing contaminated runoff to pollute some of the area's most fragile waterways.
3-month-old puppy stolen from boat in Southeast DC,Police are searching for another dog stolen from a Southeast D.C. neighborhood on Friday.,"October 17, 2024 6:15pm EDT",D.C. police are looking for a puppy named Pepper they say was stolen from a boat in Southeast. FOX 5 spoke with Pepper's owner about the impact it has had on the family.
"DC employees spend $350 on work lunches per month, according to study","D.C. employees are spending $350 on work lunches per month, including lunch from restaurants and groceries for making lunch, according to a recent study.","October 17, 2024 11:28am EDT",New research says Gen Z feels guilty taking a lunch break and nearly one in five D.C. employees never take a lunch break away from their workstation.
Cold Thursday morning temps in DC region; warming trend expected over the weekend,"Thursday will continue the streak of cold mornings in the Washington, DC area, with wake-up temperatures in the 30s and 40s.","October 17, 2024 9:29am EDT","Taylor Grenda has the FOX 5 Weather forecast for Thursday, October 17"
DC bartender fights off teens in attempted carjacking caught on camera,"A D.C. bartender fended off three teens who attempted to carjack him at a gas station in Northwest, and the entire ordeal was captured on surveillance footage.","October 16, 2024 10:13pm EDT","A D.C. bartender fended off three teens who attempted to carjack him at a gas station in Northwest, and the entire ordeal was captured on surveillance footage. FOX 5's Shomari Stone has the story."
DC metro area sees highest increase in median rent across the US: study,Rent in the D.C. metro area is rising rapidly compared to several other metros across the nation.,"October 16, 2024 5:41pm EDT","A sign advertising apartments for rent is displayed in front of an apartment complex in San Francisco, California. (Credit: Justin Sullivan/Getty Images)"
"DC Initiative 83: Ranked-choice voting, semi-open primaries on the ballot for DC","When voters head to the polls in D.C., they will be asked if they want to change how they pick their elected officials. It’s called Initiative 83.","October 16, 2024 4:50pm EDT","WASHINGTON-When voters head to the polls in D.C., they will be asked if they want to change how they pick their elected officials. It’s called Initiative 83."
"DC's new giant pandas settle into new home at National Zoo, public debut planned","The National Zoo's newest residents, giant pandas Bao Li and Qing Bao, have officially moved into their new home. Arriving via private plane and escorted by police, the pandas are now settling in, much to the delight of the crowd gathered outside the zoo that welcomed them Tuesday.","October 16, 2024 12:46pm EDT","The National Zoo's newest residents, giant pandas Bao Li and Qing Bao, have officially moved into their new home. Arriving via private plane and escorted by police, the pandas are now settling in, much to the delight of the crowd gathered outside the zoo that welcomed them Tuesday."
Panda diplomacy: Chinese pandas land in DC weeks before election,Giant pandas Bao Li and Qing Bao arrived at the National Zoo shortly before noon Tuesday. One expert on China said the timing – three weeks before the U.S. presidential election – may not be a coincidence.,"October 15, 2024 10:57pm EDT",Two new giant Pandas have arrived from China. FOX 5's Josh Rosenthal spoke to one expert on China who said the timing – three weeks before the U.S. presidential election – may not be a coincidence.
Loudspeaker outside DC 7-Eleven sparks noise complaints,"A newly installed loudspeaker in Adams Morgan, part of a mobile security trailer outside a 7-Eleven, is causing a stir in the neighborhood due to its early morning noise.","October 15, 2024 10:52pm EDT","A newly installed loudspeaker in Adams Morgan, part of a mobile security trailer outside a 7-Eleven, is causing a stir in the neighborhood due to its early morning noise. FOX 5's Nana-Sentuo Bonsu has the story."
DC’s new giant pandas arrive at new home at National Zoo,The Smithsonian's National Zoo is preparing to welcome two new giant pandas on Tuesday.,"October 15, 2024 7:52pm EDT","Crowds of people gathered outside the Smithsonian’s National Zoo in Washington, D.C. on Tuesday to mark the return of the giant pandas."
3 students robbed at gunpoint for $1000 Balenciaga shoes and Jordan sneakers in Southeast DC: police,"Three D.C. students were robbed of their shoes, according to police.","October 15, 2024 7:40pm EDT",Three students were robbed at gunpoint for their pricey sneakers outside a D.C. high school. One student - not involved in the incident - told FOX 5's Homa Bash the designer clothes and pricey shoes are common among D.C. students - and so are the robberies.
"Burglar takes 24 iPads, candy, and more from Southeast DC day care","Authorities are investigating a burglary that occurred at a Southeast D.C. daycare, where thousands of dollars worth of electronics, candy, and other items were stolen.","October 15, 2024 5:39pm EDT",Surveillance photo via MPD
Howard University celebrates 100th homecoming anniversary,Howard University kicks off their 100th anniversary of homecoming. The 2024 Howard University Homecoming celebration will be held October 13-20.,"October 15, 2024 12:00pm EDT","The Bloomberg Philanthropies’ Greenwood Initiative gifted four of the nation’s historically Black medical schools. Howard University College of Medicine, Meharry Medical College, and Morehouse School of Medicine will each receive a gift of $175 million."
'Why would you shoot me?': Mom injured in DC triple shooting speaks out,"A woman is recovering after being shot in a triple shooting early Sunday morning in Southeast D.C., according to police.","October 14, 2024 10:56pm EDT","A woman is recovering after being shot in a triple shooting early Sunday morning in Southeast D.C., according to police. The woman, who says she was an innocent bystander, shared her account of the incident in an exclusive interview with FOX 5's Shomari Stone."
Giant pandas on their way to DC,"Two pandas, Bao Li and Qing Bao, are on their way to Washington, D.C., according to the China Wildlife Conservation Society.","October 14, 2024 10:41pm EDT",Two new giant pandas are on the way to the National Zoo less than a year after the previous pair left. The zoo will be closed Tuesday to give the new pandas some time to settle in. FOX 5's Sierra Fox spoke to people outside the zoo who are eager for their return.
Dan Snyder struggling to sell two multimillion-dollar estates in DC area,"Daniel Snyder, former owner of the Washington Commanders, is facing challenges selling two of his multimillion-dollar estates in the D.C. area.","October 14, 2024 5:55pm EDT",Former Washington Commanders owner Dan Snyder's Potomac mansion is once again on the market.
3 injured in early morning shooting in Southeast DC: police,"Three people were injured in an early morning shooting in Southeast D.C. Sunday, police say.","October 13, 2024 1:20pm EDT",
Teen charged as adult for 2 two armed carjackings in Northwest: police,A D.C. teen has been arrested and charged as an adult for two armed carjackings in Northwest.,"October 12, 2024 2:34pm EDT",WASHINGTON-A D.C. teen has been arrested and charged as an adult for two armed carjackings in Northwest.
Elderly woman assaulted in Northwest DC robbery: police,"D.C. police are searching for a man suspected of brutally attacking an elderly woman in Northwest, D.C. The alleged attack has left the victim shaken and struggling to recover.","October 11, 2024 10:00pm EDT","D.C. police are searching for a man suspected of brutally attacking an elderly woman in Northwest, D.C. The alleged attack has left the victim shaken and struggling to recover. FOX 5's Shomari Stone has the story."
"Suspect brandishes firearm assaults victim, and steals property in DC: police",The Metropolitan Police Department continues to search for a robbery suspect in Southwest.,"October 11, 2024 10:40am EDT",WASHINGTON-The Metropolitan Police Department continues to search for a robbery suspect in Southwest.
"Two teens shot, wounded on North Capitol Street in DC",D.C. police are investigating a shooting that left two teens injured Thursday afternoon in Northwest.,"October 10, 2024 11:16pm EDT",D.C. police are investigating a shooting that left two teens injured Thursday afternoon in Northwest.
Northern Lights visible in DC area Thursday,"Residents in the D.C. area reported seeing Northern Lights Thursday night thanks to a “severe"" geomagnetic storm.","October 10, 2024 10:50pm EDT","Viewers sent FOX 5 some amazing photos of the Northern Lights in Ocean City, Maryland, Lewes, Delaware, Shenandoah, Virginia, and other corners across the DMV."
DJ Kool's 'Let Me Clear My Throat' finally goes platinum after 28 years,"It’s hard to believe that 1996 was nearly three decades ago, but one song that remains unforgettable is DJ Kool’s iconic ""Let Me Clear My Throat.""","October 10, 2024 6:36pm EDT","D.C. legend DJ Kool's infamous ""Let Me Clear My Throat"" just hit a major milestone. He joins FOX 5's Guy Lambert on ""Live Zone."""
"2 teens shot in DC double shooting, suspect at large: police","Two teenagers were left suffering gunshot injuries following a double shooting in Northwest, D.C.","October 10, 2024 3:46pm EDT","WASHINGTON-Two teenagers were left suffering gunshot injuries following a double shooting in Northwest, D.C."
Washington Commanders faceoff with Baltimore Ravens for first time in 4 years,The Washington Commanders will go toe to toe with the Baltimore Ravens at M&T Bank Stadium.,"October 10, 2024 3:12pm EDT","The Washington Commanders will go toe to toe with the Baltimore Ravens at M&T Bank Stadium. Just days ahead of the beltway battle between the Washington Commanders and the Baltimore Ravens, Commanders fans are on cloud nine and feeling a new level of excitement."
Washington Capitals celebrate 50 year anniversary with 'Caps 50 Fest',The Washington Capitals is celebrating their 50th anniversary with a special Caps 50th kickoff celebration.,"October 10, 2024 10:45am EDT","The ""Caps 50 Fest"" is a celebration of the teams 50th anniversary and is kicking off Thursday night at Capital One Arena."
"Best fall farmers markets across DC, Maryland & Virginia","Farmers markets are in full swing for the fall season, offering some of the freshest and tastiest produce available in the DMV. Whether you are looking for something in particular or just want to browse all the market vendors have to offer, here are the top 10 markets to add to your list.","October 10, 2024 9:30am EDT","The Old Lucketts Store owner Suzanne Eblen stops by with Lucketts team member Kristen Velez to talk about the Lucketts Fall Vintage Market taking place October 11-13, 2024 at Clarke County Fairgrounds in Clarke County, Virginia."
DC area Red Cross mobilizes large command vehicles to aid Florida after Hurricane Milton,The D.C. area Red Cross is deploying substantial resources to Florida in response to Hurricanes Helene and Milton.,"October 10, 2024 7:13am EDT",D.C. area Red Cross crews are deploying to Florida to help in the aftermath of Hurricanes Helene and Milton. FOX 5’s Melanie Alnwick was in Gaithersburg as the crews departed early Thursday.
Deadly hit-and-run sparks investigation into DC officer's actions,"D.C. police have released body camera footage showing a hit-and-run that led to the death of 25-year-old Alpha Kake, who was struck by a driver while delivering food on a moped.","October 9, 2024 9:17pm EDT","D.C. police have released body camera footage showing a hit-and-run that led to the death of 25-year-old Alpha Kake, who was struck by a driver while delivering food on a moped. FOX 5's Shomari Stone spoke to Kake's family about the incident."
Washington Commanders vs Baltimore Ravens: Watch live tailgate from M&T Stadium,"The Washington Commanders’ revamped defense had by far their best game of the season last Sunday against the Cleveland Browns, but up next is a tough matchup with the Baltimore Ravens.","October 9, 2024 5:27pm EDT",The Washington Commanders are facing the Baltimore Ravens this Sunday. Get into the action ahead of time by streaming the tailgate Sunday morning on FOX Local.
Presidential campaigns in final sprint across DMV with elections less than a month away,The campaigns are now in the final sprint with Election Day 2024 now less than a month away.,"October 9, 2024 1:15pm EDT",The campaigns are now in the final sprint with Election Day 2024 now less than a month away.
"Biden says lead pipes must-go nationwide, sets new 10-year deadline for US cities","President Joe Biden set a 10-year deadline for cities across the nation to replace their lead pipes, finalizing an aggressive approach aimed at ensuring that drinking water is safe for all Americans, a decade after the Flint, Michigan, water crisis.","October 9, 2024 10:26am EDT","President Joe Biden set a 10-year deadline for cities across the nation to replace their lead pipes, finalizing an aggressive approach aimed at ensuring that drinking water is safe for all Americans."
DC region enjoys warm weather as Hurricane Milton threatens Florida,"The Washington, D.C. region has enjoyed perfect weather over the past several days as Hurricane Milton continues on its path toward Florida.","October 9, 2024 9:31am EDT","Jennifer Delgado has the FOX 5 Weather forecast for Wednesday, October 9"
Arrest made in 2023 DC shooting that left man dead,Authorities have made an arrest in a deadly 2023 shooting that left a man dead in the District.,"October 9, 2024 7:54am EDT",WASHINGTON-Authorities have made an arrest in adeadly 2023 shootingthat left a man dead in theDistrict.
Delivery driver robbed at gunpoint for 100 bottles of Don Julio in DC,"D.C. police are searching for a man who robbed a liquor store delivery driver at gunpoint, making off with 100 bottles of tequila.","October 8, 2024 10:14pm EDT","D.C. police are searching for a man who robbed a liquor store delivery driver at gunpoint, making off with 100 bottles of tequila."
"DC Attorney General Schwalb sues social media platform TikTok, joining 13 other states",D.C. is joining more than a dozen states in suing social media giant TikTok.,"October 8, 2024 5:20pm EDT",D.C. is joining more than a dozen states in suing social media giant TikTok. FOX 5's Homa Bash has all the details.
Fans react to 'Love is Blind' DC Season 7,The first six episodes of Love is Blind have been released on Netflix and fans have flooded social media with their predictions and theories.,"October 8, 2024 1:35pm EDT",Love is Blind Season 7 has premiered and cast member Ashley A. talks more about her experience.
Court documents detail injuries 5-year-old child allegedly suffered at hands of father before death,New court documents detail the abuse a 5-year-old boy allegedly suffered at the hands of his own father in Northwest D.C. before he eventually died.,"October 8, 2024 1:18pm EDT","PREVIOUS COVERAGE: A 5-year-old boy is dead and his father has been arrested, and charged with aggravated assault. FOX 5's Lili Zheng has the latest details on the tragic story."
Howard University included in limited edition HBCU lip gloss line,A cosmetic company has released a new limited edition collection of lip glosses inspired by HBCU's just in time for homecoming season.,"October 8, 2024 12:22pm EDT",The Lip Bar has released a limited edition collection of lip glosses inspired by HBCU's.
"16-year-old allegedly abused at DC psychiatric institute, suing for $30M","A Maryland woman is suing the Psychiatric Institute of Washington for $30 million, accusing their staff of negligence and abuse.","October 8, 2024 11:01am EDT","A Maryland woman is suing the Psychiatric Institute of Washington for $30 million, accusing their staff of negligence and abuse. Attorneys and family spoke about the claims on Tuesday."
"Virginia man exits running vehicle, attempts to bite officer in DC: police","A man was arrested and charged after driving erratically, exiting a running vehicle, and attempting to bite an officer in D.C.","October 8, 2024 10:45am EDT","WASHINGTON-A man was arrested and charged after driving erratically, exiting a running vehicle, and attempting to bite an officer in D.C."
3 dead in 24 hours as violent week begins in DC,"A violent start to the week in Washington, D.C., has left at least three people dead as police investigate multiple shootings in just 24 hours. Despite a 31% decrease in homicides citywide, a wave of gunfire since Monday morning has claimed several lives.","October 8, 2024 7:32am EDT","It's been a violent start to the week in the District, as police investigate several shootings in just 24 hours. At least three people have been killed. FOX 5’s Melanie Alnwick has the latest."
DC dad charged in connection to 5-year-old son's death,Authorities have charged a man in connection with the death of a 5-year-old child in D.C.,"October 7, 2024 7:08pm EDT","A 5-year-old boy is dead and his father has been arrested, and charged with aggravated assault. FOX 5's Lili Zheng has the latest details on the tragic story."
"Ex-boyfriend arrested, charged with murder in deaths of 3 in DC row house fire: police",Authorities say they have arrested and charged a man with murder after a row home fire he deliberately set killed three people in southeast D.C.,"October 7, 2024 7:02pm EDT",FOX 5's David Kaplan is learning new details about three people killed in a house fire Sunday morning. D.C. police now say it was intentionally set by the ex-boyfriend of one of the victims.
Back-to-back fatal shootings in DC leave two men dead,"Two men were gunned down in separate shootings in Washington, D.C., Monday morning, less than five minutes apart.","October 7, 2024 4:44pm EDT","Two men were gunned down in separate shootings in Washington, D.C., Monday morning, less than five minutes apart. FOX 5's Homa Bash has the story."
"2024 Presidential Election in DC: How to vote, voter registration, what's on the ballot & more","D.C. residents will have the opportunity to cast their ballot for president, along with some local races and initiatives, starting October 11.","October 7, 2024 2:19pm EDT","WASHINGTON-D.C. residents will have the opportunity to cast their ballot for president, along with some local races and initiatives, starting October 11."
Man killed in broad daylight shooting in northeast DC,A man was killed in a shooting in broad daylight Monday in northeast Washington.,"October 7, 2024 1:18pm EDT",WASHINGTON-A man waskilled in a shootingin broad daylight Monday in northeastWashington.
Increased patrols in DC as demonstrations mark year since Hamas' Oct. 7 attack on Israel,"Vigils, commemorations, and acts of remembrance are being held in Washington, D.C. and across the world Monday to mark one year since the Oct. 7 Hamas attack on Israel.","October 7, 2024 10:30am EDT","Monday marks one year since Hamas launched a surprise cross-border attack on Israel, killing some 1,200 people, mostly civilians, and abducting another 250, setting off a conflict that continues today. FOX 5’s Melanie Alnwick has the latest on vigils and demonstration being held in the nation’s capital."
Police investigating after 5-year-old found dead in DC,D.C. police are investigating the death of a 5-year-old child.,"October 6, 2024 7:31pm EDT",D.C. police are investigating the death of a 5-year-old child.
"2 dead, 1 critically injured following house fire in Southeast DC",Two people were killed and another was taken to the hospital in critical condition after a fire that broke out at a Southeast D.C. row home early Sunday morning.,"October 6, 2024 7:29pm EDT",Investigators are working to determine the cause of a deadly fire that broke out in Southeast D.C. early Sunday morning.
Trump returns to Pennsylvania for rally at site of assassination attempt,Former President Trump returns to the Pennsylvania venue where he survived an assassination attempt in July.,"October 5, 2024 5:26pm EDT",WASHINGTON-Former President Trump returns to the Pennsylvania venue where he survived an assassination attempt in July.
Pro-Palestine rally in DC calls for ceasefire,"A pro-Palestine rally gathered in D.C. near the White House, calling for a ceasefire in Gaza.","October 5, 2024 4:56pm EDT","WASHINGTON-A pro-Palestine rally gathered in D.C. near the White House, calling for a ceasefire in Gaza."
Third arrest made in the fatal stabbing of 53 year old DC man,Police have arrested a third suspect involved in the fatal stabbing of a D.C. man.,"October 5, 2024 2:51pm EDT",WASHINGTON-Police have arrested a third suspect involved in the fatal stabbing of a D.C. man.
DC Rep. Oye Owolewa hospitalized after major car crash,DC Shadow Congressman Oye Owolewa is recovering in the hospital after being injured in a major car crash on Alabama Avenue SE.,"October 4, 2024 10:51pm EDT",D.C.'s shadow congressman Oye Owolewa has been hospitalized after what's being called a major car crash.
DC educator who helped students publish books wins Teacher of the Year award,"Jazzmyne Townsend, a dedicated D.C. teacher, received a surprise honor this week when Mayor Muriel Bowser presented her with the 2025 D.C. Teacher of the Year award.","October 4, 2024 4:42pm EDT","D.C.'s Teacher of the Year Jazzmyne Tonwsend and the District's Chancellor Dr. Lewis D. Ferebee stop by the ""DMV Zone."""
47 Stanley mugs stolen from DC REI store,Police say 47 Stanley mugs were stolen from an REI store in northeast Washington.,"October 4, 2024 6:00am EDT",Police say 47 Stanley mugs were stolen from an REI store in northeast Washington.
"Southwest DC shooting leaves woman injured, cars damaged after 50+ gunshots","Residents of a Southwest D.C. apartment say they are outraged after more than 50 shots were fired, injuring a woman and damaging several vehicles in the area.","October 3, 2024 10:43pm EDT","Residents of a Southwest D.C. apartment say they are outraged after more than 50 shots were fired, injuring a woman and damaging several vehicles in the area. FOX 5's Shomari Stone has the story."
Free 24/7 child care for DC first responders proposed to support families,New legislation introduced in the D.C. Council could mean major changes for District first responders in need of child care.,"October 3, 2024 6:17pm EDT",New legislation introduced in the D.C. Council could mean major changes for District first responders in need of child care. FOX 5's Homa Bash has all the details.
Boyfriend guns down DC woman in broad daylight: police,A suspect has been arrested following the fatal shooting of a woman who was shot and killed Tuesday afternoon in Northeast D.C.,"October 3, 2024 2:37pm EDT","A woman was shot and killed Tuesday afternoon in Northeast D.C., and police are still searching for her killer. FOX 5's Shomari Stone spoke exclusively with a neighbor who knew the victim."
'It's October 3rd': Celebrate Mean Girls Day as it hits theaters for its 20th anniversary,The nostalgic movie Mean Girls returns to theaters on October 3rd for its 20th anniversary.,"October 3, 2024 10:48am EDT",WASHINGTON-The nostalgic movie Mean Girls returns to theaters on October 3rd for its 20th anniversary.
Thursday morning clouds and drizzle give way to afternoon sunshine; warm and sunny weekend,"The sunshine is expected to return to the Washington, D.C. region on Thursday afternoon following a morning of clouds and drizzle.","October 3, 2024 8:39am EDT","Taylor Grenda has the FOX 5 Weather forecast for Thursday, October 3"
12-year-old arrested for DC armed robbery: police,Authorities have arrested a 12-year-old in connection with an armed robbery in northwest Washington.,"October 3, 2024 6:43am EDT",Authorities have arrested a 12-year-old in connection with an armed robbery in northwest Washington.
Good Samaritans help woman escape attempted knife attack in Northwest DC,"A woman narrowly avoided a harrowing attack in Northwest D.C. Wednesday morning, saying a man came at her with a knife. Luckily, good Samaritans stepped in to help.","October 2, 2024 10:44pm EDT",
Man arrested over a decade after series of rapes near DC college campuses,D.C. police announced the arrest of a suspect after a series of sexual assaults in off-campus apartments between 2008 and 2012.,"October 2, 2024 8:34pm EDT",D.C. police announced the arrest of a suspect after a series of sexual assaults in off-campus apartments between 2008 and 2012. The unknown suspect at the time was referred to as the ‘Georgetown Cuddler’ but police say these were rapes and they’ve now made an arrest.
'Love is Blind' DC watch parties,Looking to watch Love is Blind D.C. outside your own living room pod?,"October 2, 2024 11:59am EDT",The Love is Blind D.C. cast has been revealed and many are saying it does not reflect the true essence of D.C.
Fall Foliage: When is peak color expected in the DC region?,When will fall foliage colors in the D.C. region be at their peak? Here’s what we know.,"October 2, 2024 9:31am EDT","WASHINGTON-Fall is in full swing across the D.C. region, and we have started off the season on quite a wet note. In fact, through the first day of October, D.C. has seen ten straight days of measurable rain. This is tied for the second-longest streak in DC history, second only to the first fifteen days of May 2016."
Damp start Wednesday in DC area with some sunshine expected by afternoon,"A damp and dreary Wednesday morning in the Washington, D.C. region that may give us some glimpses of sunshine by later this afternoon.","October 2, 2024 8:51am EDT","Taylor Grenda has the FOX 5 Weather forecast for Wednesday, October 2"
8-year-old boy located after going missing from DC neighborhood,D.C. police are asking the public for help locating an 8-year-old boy missing from the District.,"October 2, 2024 8:51am EDT",WASHINGTON-UPDATE: Police say Jahaziel Brown has been located.
‘She was like your favorite auntie’: DC woman gunned down in broad daylight,"A woman was shot and killed Tuesday afternoon in Northeast D.C., and police are still searching for her killer.","October 1, 2024 11:14pm EDT","A woman was shot and killed Tuesday afternoon in Northeast D.C., and police are still searching for her killer. FOX 5's Shomari Stone spoke exclusively with a neighbor who knew the victim."
New DC law aims to curb reckless driving by out-of-state drivers,"The STEER Act, a D.C. law aimed at road safety passed earlier this year, had components go into effect on October 1.","October 1, 2024 6:39pm EDT","The STEER Act, a D.C. law aimed at road safety passed earlier this year, had components go into effect on October 1."
District Dogs agrees to pay $100K and improve safety after flash flood tragedy,District Dogs has reached a settlement with the District of Columbia following a tragic flood last year that resulted in the deaths of 10 dogs at its Rhode Island Avenue location.,"October 1, 2024 4:28pm EDT",
Search continues for suspect police say shot 12-year-old boy outside DC McDonald’s,The search continues for a teen accused of shooting a 12-year-old boy in northwest D.C.,"October 1, 2024 1:43pm EDT",The search continues this morning for a teen accused of shooting a 12-year-old boy in D.C.
Rainy start to October in DC region; warmth and sunshine expected by midweek,"A soggy start to October in the Washington, D.C. region as rain and mist created a dreary start to our Tuesday. Make sure to grab umbrellas and rain jackets, as the wet weather pattern persists for one more day before improving later this week.","October 1, 2024 12:40pm EDT","Taylor Grenda has the FOX 5 Weather forecast for Tuesday, October 1"
"12-year-old boy shot near McDonald's, Walmart Supercenter in DC",A shooting was reported Monday afternoon in a busy area of Northwest D.C.,"September 30, 2024 10:48pm EDT","The search is on for the person accused of shooting a 12-year-old boy outside a McDonald's in Northwest, D.C. FOX 5's Shomari Stone has the latest details."
"New bill in DC could end child marriages, setting age requirement at 18","In D.C., a ban on child marriage could soon become law. Currently, 16- and 17-year-olds may not be able to drink, smoke, or vote, but they can get married.","September 30, 2024 9:46pm EDT",The D.C. Council is introducing legislation that would require individuals to be 18 or older to get married. The goal is to protect children who may not have a choice in the matter.
